file,roi_x,roi_y,roi_w,roi_h,scale,period_px,window_w_px,period_dip,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,0,0,0,0,0,0
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,1,8,706,0.00212058,0.00608959,5
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,2,16,1346,0.00404292,0.0079327,5
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,3,24,1861,0.0055898,0.00885201,5
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,4,32,2198,0.00662005,0.00931056,10
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,5,40,2532,0.00761726,0.00958157,10
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,6,48,2703,0.00812188,0.00966465,10
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,7,56,3006,0.00908304,0.00988521,10
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,8,64,3220,0.00971381,0.00988726,10
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,9,72,3455,0.01060289,0.01021336,10
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,10,80,3598,0.01328816,0.01378789,15
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,11,88,3807,0.01636991,0.01646313,15
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,12,96,4010,0.018911,0.01819923,15
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,13,104,4170,0.02107062,0.01931226,15
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,14,112,4290,0.02325127,0.02073714,20
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,15,120,4396,0.0253268,0.02186934,20
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,16,128,4518,0.02660335,0.02192503,20
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,17,136,4703,0.02871792,0.02245289,20
pencil-highres-2400x816-dpi96-S100-P0.25-N8-scale8-transparent.png,0,0,2400,816,8,8,8,1,1,18,144,4789,0.03040297,0.02297342,20
