# source=kernel stair detail
# input_file=kernel-sweep-wide-count10.csv
p_header,p_value,plateau_index,start_r_px,end_r_px,start_r_norm,end_r_norm,tread_px,level_eff01,riser_to_next01,delta_tread_to_prev,tread_ratio_to_prev,log2_tread_ratio_to_prev
0_75,0.75,71,7121,7169,89.0125,89.6125,49,0.1534090875,0.0085227225,-1,0.98,-0.02914635
0_75,0.75,72,7170,7218,89.625,90.225,49,0.144886365,0.00852273,0,1,0
0_75,0.75,73,7219,7266,90.2375,90.825,48,0.136363635,0.0085227225,-1,0.97959184,-0.02974734
0_75,0.75,74,7267,7315,90.8375,91.4375,49,0.1278409125,0.00852273,1,1.02083333,0.02974734
0_75,0.75,75,7316,7363,91.45,92.0375,48,0.1193181825,0.00852273,-1,0.97959184,-0.02974734
0_75,0.75,76,7364,7411,92.05,92.6375,48,0.1107954525,0.0085227225,0,1,0
0_75,0.75,77,7412,7459,92.65,93.2375,48,0.10227273,0.00852273,0,1,0
0_75,0.75,78,7460,7506,93.25,93.825,47,0.09375,0.00852273,-1,0.97916667,-0.03037365
0_75,0.75,79,7507,7553,93.8375,94.4125,47,0.08522727,0.0085227225,0,1,0
0_75,0.75,80,7554,7601,94.425,95.0125,48,0.0767045475,0.00852273,1,1.0212766,0.03037365
0_75,0.75,81,7602,7648,95.025,95.6,47,0.0681818175,0.00852273,-1,0.97916667,-0.03037365
0_75,0.75,82,7649,7694,95.6125,96.175,46,0.0596590875,0.0085227225,-1,0.9787234,-0.0310269
0_75,0.75,83,7695,7741,96.1875,96.7625,47,0.051136365,0.00852273,1,1.02173913,0.0310269
0_75,0.75,84,7742,7788,96.775,97.35,47,0.042613635,0.0085227225,0,1,0
0_75,0.75,85,7789,7834,97.3625,97.925,46,0.0340909125,0.00852273,-1,0.9787234,-0.0310269
0_75,0.75,86,7835,7880,97.9375,98.5,46,0.0255681825,0.00852273,0,1,0
0_75,0.75,87,7881,7926,98.5125,99.075,46,0.0170454525,0.0085227225,0,1,0
0_75,0.75,88,7927,7972,99.0875,99.65,46,0.00852273,,0,1,0
0_85,0.85,1,0,207,0,2.5875,208,0.85,0.0075892845,,,
0_85,0.85,2,208,485,2.6,6.0625,278,0.8424107155,0.0075892845,70,1.33653846,0.41850135
0_85,0.85,3,486,760,6.075,9.5,275,0.834821431,0.0075892845,-3,0.98920863,-0.01565326
0_85,0.85,4,761,1035,9.5125,12.9375,275,0.8272321465,0.007589293,0,1,0
0_85,0.85,5,1036,1308,12.95,16.35,273,0.8196428535,0.0075892845,-2,0.99272727,-0.01053067
0_85,0.85,6,1309,1579,16.3625,19.7375,271,0.812053569,0.0075892845,-2,0.99267399,-0.0106081
0_85,0.85,7,1580,1849,19.75,23.1125,270,0.8044642845,0.0075892845,-1,0.99630996,-0.00533344
0_85,0.85,8,1850,2117,23.125,26.4625,268,0.796875,0.0075892845,-2,0.99259259,-0.01072641
0_85,0.85,9,2118,2384,26.475,29.8,267,0.7892857155,0.0075892845,-1,0.99626866,-0.00539326
0_85,0.85,10,2385,2650,29.8125,33.125,266,0.781696431,0.0075892845,-1,0.99625468,-0.0054135
0_85,0.85,11,2651,2914,33.1375,36.425,264,0.7741071465,0.007589293,-2,0.9924812,-0.01088832
0_85,0.85,12,2915,3050,36.4375,38.125,136,0.7665178535,0.0075892845,-128,0.51515152,-0.95693128
0_85,0.85,13,3051,3126,38.1375,39.075,76,0.758928569,0.0075892845,-60,0.55882353,-0.83953533
0_85,0.85,14,3127,3201,39.0875,40.0125,75,0.7513392845,0.0075892845,-1,0.98684211,-0.01910882
0_85,0.85,15,3202,3276,40.025,40.95,75,0.74375,0.0075892845,0,1,0
0_85,0.85,16,3277,3351,40.9625,41.8875,75,0.7361607155,0.0075892845,0,1,0
0_85,0.85,17,3352,3425,41.9,42.8125,74,0.728571431,0.0075892845,-1,0.98666667,-0.01936532
0_85,0.85,18,3426,3498,42.825,43.725,73,0.7209821465,0.007589293,-1,0.98648649,-0.01962881
0_85,0.85,19,3499,3572,43.7375,44.65,74,0.7133928535,0.0075892845,1,1.01369863,0.01962881
0_85,0.85,20,3573,3644,44.6625,45.55,72,0.705803569,0.0075892845,-2,0.97297297,-0.03952836
0_85,0.85,21,3645,3717,45.5625,46.4625,73,0.6982142845,0.0075892845,1,1.01388889,0.01989956
0_85,0.85,22,3718,3788,46.475,47.35,71,0.690625,0.0075892845,-2,0.97260274,-0.04007744
0_85,0.85,23,3789,3860,47.3625,48.25,72,0.6830357155,0.0075892845,1,1.01408451,0.02017788
0_85,0.85,24,3861,3931,48.2625,49.1375,71,0.675446431,0.0075892845,-1,0.98611111,-0.02017788
0_85,0.85,25,3932,4001,49.15,50.0125,70,0.6678571465,0.007589293,-1,0.98591549,-0.0204641
0_85,0.85,26,4002,4071,50.025,50.8875,70,0.6602678535,0.0075892845,0,1,0
0_85,0.85,27,4072,4141,50.9,51.7625,70,0.652678569,0.0075892845,0,1,0
0_85,0.85,28,4142,4211,51.775,52.6375,70,0.6450892845,0.0075892845,0,1,0
0_85,0.85,29,4212,4279,52.65,53.4875,68,0.6375,0.0075892845,-2,0.97142857,-0.04182018
0_85,0.85,30,4280,4348,53.5,54.35,69,0.6299107155,0.0075892845,1,1.01470588,0.02106162
0_85,0.85,31,4349,4416,54.3625,55.2,68,0.622321431,0.0075892845,-1,0.98550725,-0.02106162
0_85,0.85,32,4417,4483,55.2125,56.0375,67,0.6147321465,0.007589293,-1,0.98529412,-0.02137365
0_85,0.85,33,4484,4549,56.05,56.8625,66,0.6071428535,0.0075892845,-1,0.98507463,-0.02169507
0_85,0.85,34,4550,4614,56.875,57.675,65,0.599553569,0.0075892845,-1,0.98484848,-0.02202631
0_85,0.85,35,4615,4678,57.6875,58.475,64,0.5919642845,0.0075892845,-1,0.98461538,-0.02236781
0_85,0.85,36,4679,4741,58.4875,59.2625,63,0.584375,0.0075892845,-1,0.984375,-0.02272008
0_85,0.85,37,4742,4803,59.275,60.0375,62,0.5767857155,0.0075892845,-1,0.98412698,-0.02308361
0_85,0.85,38,4804,4864,60.05,60.8,61,0.569196431,0.0075892845,-1,0.98387097,-0.02345897
0_85,0.85,39,4865,4924,60.8125,61.55,60,0.5616071465,0.007589293,-1,0.98360656,-0.02384674
0_85,0.85,40,4925,4983,61.5625,62.2875,59,0.5540178535,0.0075892845,-1,0.98333333,-0.02424755
0_85,0.85,41,4984,5041,62.3,63.0125,58,0.546428569,0.0075892845,-1,0.98305085,-0.02466205
0_85,0.85,42,5042,5099,63.025,63.7375,58,0.5388392845,0.0075892845,0,1,0
0_85,0.85,43,5100,5156,63.75,64.45,57,0.53125,0.0075892845,-1,0.98275862,-0.02509098
0_85,0.85,44,5157,5212,64.4625,65.15,56,0.5236607155,0.0075892845,-1,0.98245614,-0.02553509
0_85,0.85,45,5213,5268,65.1625,65.85,56,0.516071431,0.0075892845,0,1,0
0_85,0.85,46,5269,5322,65.8625,66.525,54,0.5084821465,0.007589293,-2,0.96428571,-0.05246742
0_85,0.85,47,5323,5376,66.5375,67.2,54,0.5008928535,0.0075892845,0,1,0
0_85,0.85,48,5377,5430,67.2125,67.875,54,0.493303569,0.0075892845,0,1,0
0_85,0.85,49,5431,5483,67.8875,68.5375,53,0.4857142845,0.0075892845,-1,0.98148148,-0.02696705
0_85,0.85,50,5484,5535,68.55,69.1875,52,0.478125,0.0075892845,-1,0.98113208,-0.02748074
0_85,0.85,51,5536,5587,69.2,69.8375,52,0.4705357155,0.0075892845,0,1,0
0_85,0.85,52,5588,5638,69.85,70.475,51,0.462946431,0.0075892845,-1,0.98076923,-0.02801438
0_85,0.85,53,5639,5683,70.4875,71.0375,45,0.4553571465,0.007589293,-6,0.88235294,-0.18057225
0_85,0.85,54,5684,5728,71.05,71.6,45,0.4477678535,0.0075892845,0,1,0
0_85,0.85,55,5729,5771,71.6125,72.1375,43,0.440178569,0.0075892845,-2,0.95555556,-0.06558834
0_85,0.85,56,5772,5815,72.15,72.6875,44,0.4325892845,0.0075892845,1,1.02325581,0.03316686
0_85,0.85,57,5816,5858,72.7,73.225,43,0.425,0.0075892845,-1,0.97727273,-0.03316686
0_85,0.85,58,5859,5901,73.2375,73.7625,43,0.4174107155,0.0075892845,0,1,0
0_85,0.85,59,5902,5944,73.775,74.3,43,0.409821431,0.0075892845,0,1,0
0_85,0.85,60,5945,5986,74.3125,74.825,42,0.4022321465,0.007589293,-1,0.97674419,-0.03394733
0_85,0.85,61,5987,6028,74.8375,75.35,42,0.3946428535,0.0075892845,0,1,0
0_85,0.85,62,6029,6070,75.3625,75.875,42,0.387053569,0.0075892845,0,1,0
0_85,0.85,63,6071,6112,75.8875,76.4,42,0.3794642845,0.0075892845,0,1,0
0_85,0.85,64,6113,6153,76.4125,76.9125,41,0.371875,0.0075892845,-1,0.97619048,-0.03476542
0_85,0.85,65,6154,6194,76.925,77.425,41,0.3642857155,0.0075892845,0,1,0
0_85,0.85,66,6195,6235,77.4375,77.9375,41,0.356696431,0.0075892845,0,1,0
0_85,0.85,67,6236,6275,77.95,78.4375,40,0.3491071465,0.007589293,-1,0.97560976,-0.03562391
0_85,0.85,68,6276,6315,78.45,78.9375,40,0.3415178535,0.0075892845,0,1,0
0_85,0.85,69,6316,6355,78.95,79.4375,40,0.333928569,0.0075892845,0,1,0
0_85,0.85,70,6356,6395,79.45,79.9375,40,0.3263392845,0.0075892845,0,1,0
0_85,0.85,71,6396,6435,79.95,80.4375,40,0.31875,0.0075892845,0,1,0
0_85,0.85,72,6436,6474,80.45,80.925,39,0.3111607155,0.0075892845,-1,0.975,-0.03652588
0_85,0.85,73,6475,6513,80.9375,81.4125,39,0.303571431,0.0075892845,0,1,0
0_85,0.85,74,6514,6552,81.425,81.9,39,0.2959821465,0.007589293,0,1,0
0_85,0.85,75,6553,6591,81.9125,82.3875,39,0.2883928535,0.0075892845,0,1,0
0_85,0.85,76,6592,6629,82.4,82.8625,38,0.280803569,0.0075892845,-1,0.97435897,-0.03747471
0_85,0.85,77,6630,6667,82.875,83.3375,38,0.2732142845,0.0075892845,0,1,0
0_85,0.85,78,6668,6706,83.35,83.825,39,0.265625,0.0075892845,1,1.02631579,0.03747471
0_85,0.85,79,6707,6743,83.8375,84.2875,37,0.2580357155,0.0075892845,-2,0.94871795,-0.07594885
0_85,0.85,80,6744,6781,84.3,84.7625,38,0.250446431,0.0075892845,1,1.02702703,0.03847415
0_85,0.85,81,6782,6819,84.775,85.2375,38,0.2428571465,0.007589293,0,1,0
0_85,0.85,82,6820,6856,85.25,85.7,37,0.2352678535,0.0075892845,-1,0.97368421,-0.03847415
0_85,0.85,83,6857,6893,85.7125,86.1625,37,0.227678569,0.0075892845,0,1,0
0_85,0.85,84,6894,6930,86.175,86.625,37,0.2200892845,0.0075892845,0,1,0
0_85,0.85,85,6931,6967,86.6375,87.0875,37,0.2125,0.0075892845,0,1,0
0_85,0.85,86,6968,7003,87.1,87.5375,36,0.2049107155,0.0075892845,-1,0.97297297,-0.03952836
0_85,0.85,87,7004,7040,87.55,88,37,0.197321431,0.0075892845,1,1.02777778,0.03952836
0_85,0.85,88,7041,7076,88.0125,88.45,36,0.1897321465,0.007589293,-1,0.97297297,-0.03952836
0_85,0.85,89,7077,7112,88.4625,88.9,36,0.1821428535,0.0075892845,0,1,0
0_85,0.85,90,7113,7148,88.9125,89.35,36,0.174553569,0.0075892845,0,1,0
0_85,0.85,91,7149,7184,89.3625,89.8,36,0.1669642845,0.0075892845,0,1,0
0_85,0.85,92,7185,7220,89.8125,90.25,36,0.159375,0.0075892845,0,1,0
0_85,0.85,93,7221,7255,90.2625,90.6875,35,0.1517857155,0.0075892845,-1,0.97222222,-0.04064198
0_85,0.85,94,7256,7290,90.7,91.125,35,0.144196431,0.0075892845,0,1,0
0_85,0.85,95,7291,7326,91.1375,91.575,36,0.1366071465,0.007589293,1,1.02857143,0.04064198
0_85,0.85,96,7327,7361,91.5875,92.0125,35,0.1290178535,0.0075892845,-1,0.97222222,-0.04064198
0_85,0.85,97,7362,7395,92.025,92.4375,34,0.121428569,0.0075892845,-1,0.97142857,-0.04182018
0_85,0.85,98,7396,7430,92.45,92.875,35,0.1138392845,0.0075892845,1,1.02941176,0.04182018
0_85,0.85,99,7431,7465,92.8875,93.3125,35,0.10625,0.0075892845,0,1,0
0_85,0.85,100,7466,7499,93.325,93.7375,34,0.0986607155,0.0075892845,-1,0.97142857,-0.04182018
0_85,0.85,101,7500,7534,93.75,94.175,35,0.091071431,0.0075892845,1,1.02941176,0.04182018
0_85,0.85,102,7535,7568,94.1875,94.6,34,0.0834821465,0.007589293,-1,0.97142857,-0.04182018
0_85,0.85,103,7569,7602,94.6125,95.025,34,0.0758928535,0.0075892845,0,1,0
0_85,0.85,104,7603,7636,95.0375,95.45,34,0.068303569,0.0075892845,0,1,0
0_85,0.85,105,7637,7670,95.4625,95.875,34,0.0607142845,0.0075892845,0,1,0
0_85,0.85,106,7671,7703,95.8875,96.2875,33,0.053125,0.0075892845,-1,0.97058824,-0.04306872
0_85,0.85,107,7704,7737,96.3,96.7125,34,0.0455357155,0.0075892845,1,1.03030303,0.04306872
0_85,0.85,108,7738,7770,96.725,97.125,33,0.037946431,0.0075892845,-1,0.97058824,-0.04306872
0_85,0.85,109,7771,7804,97.1375,97.55,34,0.0303571465,0.007589293,1,1.03030303,0.04306872
0_85,0.85,110,7805,7837,97.5625,97.9625,33,0.0227678535,0.0075892845,-1,0.97058824,-0.04306872
0_85,0.85,111,7838,7870,97.975,98.375,33,0.015178569,0.0075892845,0,1,0
0_85,0.85,112,7871,7904,98.3875,98.8,34,0.0075892845,,1,1.03030303,0.04306872
0_95,0.95,1,0,233,0,2.9125,234,0.95,0.006884061,,,
0_95,0.95,2,234,486,2.925,6.075,253,0.943115939,0.0068840515,19,1.08119658,0.11262886
0_95,0.95,3,487,736,6.0875,9.2,250,0.9362318875,0.006884061,-3,0.98814229,-0.01720929
0_95,0.95,4,737,986,9.2125,12.325,250,0.9293478265,0.006884061,0,1,0
0_95,0.95,5,987,1231,12.3375,15.3875,245,0.9224637655,0.0068840515,-5,0.98,-0.02914635
0_95,0.95,6,1232,1477,15.4,18.4625,246,0.915579714,0.006884061,1,1.00408163,0.00587657
0_95,0.95,7,1478,1719,18.475,21.4875,242,0.908695653,0.006884061,-4,0.98373984,-0.02365127
0_95,0.95,8,1720,1961,21.5,24.5125,242,0.901811592,0.0068840515,0,1,0
0_95,0.95,9,1962,2199,24.525,27.4875,238,0.8949275405,0.006884061,-4,0.98347107,-0.02404547
0_95,0.95,10,2200,2437,27.5,30.4625,238,0.8880434795,0.006884061,0,1,0
0_95,0.95,11,2438,2674,30.475,33.425,237,0.8811594185,0.0068840515,-1,0.99579832,-0.00607451
0_95,0.95,12,2675,2908,33.4375,36.35,234,0.874275367,0.006884061,-3,0.98734177,-0.01837853
0_95,0.95,13,2909,3039,36.3625,37.9875,131,0.867391306,0.006884061,-103,0.55982906,-0.83694172
0_95,0.95,14,3040,3106,38,38.825,67,0.860507245,0.006884061,-64,0.51145038,-0.96733381
0_95,0.95,15,3107,3173,38.8375,39.6625,67,0.853623184,0.0068840515,0,1,0
0_95,0.95,16,3174,3239,39.675,40.4875,66,0.8467391325,0.006884061,-1,0.98507463,-0.02169507
0_95,0.95,17,3240,3305,40.5,41.3125,66,0.8398550715,0.006884061,0,1,0
0_95,0.95,18,3306,3370,41.325,42.125,65,0.8329710105,0.0068840515,-1,0.98484848,-0.02202631
0_95,0.95,19,3371,3434,42.1375,42.925,64,0.826086959,0.006884061,-1,0.98461538,-0.02236781
0_95,0.95,20,3435,3498,42.9375,43.725,64,0.819202898,0.006884061,0,1,0
0_95,0.95,21,3499,3562,43.7375,44.525,64,0.812318837,0.0068840515,0,1,0
0_95,0.95,22,3563,3625,44.5375,45.3125,63,0.8054347855,0.006884061,-1,0.984375,-0.02272008
0_95,0.95,23,3626,3688,45.325,46.1,63,0.7985507245,0.006884061,0,1,0
0_95,0.95,24,3689,3750,46.1125,46.875,62,0.7916666635,0.0068840515,-1,0.98412698,-0.02308361
0_95,0.95,25,3751,3812,46.8875,47.65,62,0.784782612,0.006884061,0,1,0
0_95,0.95,26,3813,3874,47.6625,48.425,62,0.777898551,0.006884061,0,1,0
0_95,0.95,27,3875,3935,48.4375,49.1875,61,0.77101449,0.0068840515,-1,0.98387097,-0.02345897
0_95,0.95,28,3936,3995,49.2,49.9375,60,0.7641304385,0.006884061,-1,0.98360656,-0.02384674
0_95,0.95,29,3996,4056,49.95,50.7,61,0.7572463775,0.006884061,1,1.01666667,0.02384674
0_95,0.95,30,4057,4115,50.7125,51.4375,59,0.7503623165,0.0068840515,-2,0.96721311,-0.04809429
0_95,0.95,31,4116,4175,51.45,52.1875,60,0.743478265,0.006884061,1,1.01694915,0.02424755
0_95,0.95,32,4176,4234,52.2,52.925,59,0.736594204,0.006884061,-1,0.98333333,-0.02424755
0_95,0.95,33,4235,4292,52.9375,53.65,58,0.729710143,0.0068840515,-1,0.98305085,-0.02466205
0_95,0.95,34,4293,4350,53.6625,54.375,58,0.7228260915,0.006884061,0,1,0
0_95,0.95,35,4351,4408,54.3875,55.1,58,0.7159420305,0.006884061,0,1,0
0_95,0.95,36,4409,4465,55.1125,55.8125,57,0.7090579695,0.006884061,-1,0.98275862,-0.02509098
0_95,0.95,37,4466,4521,55.825,56.5125,56,0.7021739085,0.0068840515,-1,0.98245614,-0.02553509
0_95,0.95,38,4522,4577,56.525,57.2125,56,0.695289857,0.006884061,0,1,0
0_95,0.95,39,4578,4631,57.225,57.8875,54,0.688405796,0.006884061,-2,0.96428571,-0.05246742
0_95,0.95,40,4632,4685,57.9,58.5625,54,0.681521735,0.0068840515,0,1,0
0_95,0.95,41,4686,4737,58.575,59.2125,52,0.6746376835,0.006884061,-2,0.96296296,-0.05444778
0_95,0.95,42,4738,4789,59.225,59.8625,52,0.6677536225,0.006884061,0,1,0
0_95,0.95,43,4790,4840,59.875,60.5,51,0.6608695615,0.0068840515,-1,0.98076923,-0.02801438
0_95,0.95,44,4841,4891,60.5125,61.1375,51,0.65398551,0.006884061,0,1,0
0_95,0.95,45,4892,4941,61.15,61.7625,50,0.647101449,0.006884061,-1,0.98039216,-0.02856915
0_95,0.95,46,4942,4990,61.775,62.375,49,0.640217388,0.0068840515,-1,0.98,-0.02914635
0_95,0.95,47,4991,5038,62.3875,62.975,48,0.6333333365,0.006884061,-1,0.97959184,-0.02974734
0_95,0.95,48,5039,5086,62.9875,63.575,48,0.6264492755,0.006884061,0,1,0
0_95,0.95,49,5087,5133,63.5875,64.1625,47,0.6195652145,0.0068840515,-1,0.97916667,-0.03037365
0_95,0.95,50,5134,5180,64.175,64.75,47,0.612681163,0.006884061,0,1,0
0_95,0.95,51,5181,5226,64.7625,65.325,46,0.605797102,0.006884061,-1,0.9787234,-0.0310269
0_95,0.95,52,5227,5272,65.3375,65.9,46,0.598913041,0.0068840515,0,1,0
0_95,0.95,53,5273,5317,65.9125,66.4625,45,0.5920289895,0.006884061,-1,0.97826087,-0.03170886
0_95,0.95,54,5318,5362,66.475,67.025,45,0.5851449285,0.006884061,0,1,0
0_95,0.95,55,5363,5406,67.0375,67.575,44,0.5782608675,0.0068840515,-1,0.97777778,-0.03242148
0_95,0.95,56,5407,5449,67.5875,68.1125,43,0.571376816,0.006884061,-1,0.97727273,-0.03316686
0_95,0.95,57,5450,5492,68.125,68.65,43,0.564492755,0.006884061,0,1,0
0_95,0.95,58,5493,5535,68.6625,69.1875,43,0.557608694,0.006884061,0,1,0
0_95,0.95,59,5536,5577,69.2,69.7125,42,0.550724633,0.0068840515,-1,0.97674419,-0.03394733
0_95,0.95,60,5578,5619,69.725,70.2375,42,0.5438405815,0.006884061,0,1,0
0_95,0.95,61,5620,5658,70.25,70.725,39,0.5369565205,0.006884061,-3,0.92857143,-0.1069152
0_95,0.95,62,5659,5693,70.7375,71.1625,35,0.5300724595,0.0068840515,-4,0.8974359,-0.1561192
0_95,0.95,63,5694,5728,71.175,71.6,35,0.523188408,0.006884061,0,1,0
0_95,0.95,64,5729,5763,71.6125,72.0375,35,0.516304347,0.006884061,0,1,0
0_95,0.95,65,5764,5798,72.05,72.475,35,0.509420286,0.0068840515,0,1,0
0_95,0.95,66,5799,5832,72.4875,72.9,34,0.5025362345,0.006884061,-1,0.97142857,-0.04182018
0_95,0.95,67,5833,5866,72.9125,73.325,34,0.4956521735,0.006884061,0,1,0
0_95,0.95,68,5867,5900,73.3375,73.75,34,0.4887681125,0.0068840515,0,1,0
0_95,0.95,69,5901,5933,73.7625,74.1625,33,0.481884061,0.006884061,-1,0.97058824,-0.04306872
0_95,0.95,70,5934,5967,74.175,74.5875,34,0.475,0.006884061,1,1.03030303,0.04306872
0_95,0.95,71,5968,6000,74.6,75,33,0.468115939,0.0068840515,-1,0.97058824,-0.04306872
0_95,0.95,72,6001,6033,75.0125,75.4125,33,0.4612318875,0.006884061,0,1,0
0_95,0.95,73,6034,6066,75.425,75.825,33,0.4543478265,0.006884061,0,1,0
0_95,0.95,74,6067,6098,75.8375,76.225,32,0.4474637655,0.0068840515,-1,0.96969697,-0.04439412
0_95,0.95,75,6099,6130,76.2375,76.625,32,0.440579714,0.006884061,0,1,0
0_95,0.95,76,6131,6162,76.6375,77.025,32,0.433695653,0.006884061,0,1,0
0_95,0.95,77,6163,6194,77.0375,77.425,32,0.426811592,0.0068840515,0,1,0
0_95,0.95,78,6195,6226,77.4375,77.825,32,0.4199275405,0.006884061,0,1,0
0_95,0.95,79,6227,6258,77.8375,78.225,32,0.4130434795,0.006884061,0,1,0
0_95,0.95,80,6259,6289,78.2375,78.6125,31,0.4061594185,0.0068840515,-1,0.96875,-0.04580369
0_95,0.95,81,6290,6320,78.625,79,31,0.399275367,0.006884061,0,1,0
0_95,0.95,82,6321,6351,79.0125,79.3875,31,0.392391306,0.006884061,0,1,0
0_95,0.95,83,6352,6382,79.4,79.775,31,0.385507245,0.006884061,0,1,0
0_95,0.95,84,6383,6413,79.7875,80.1625,31,0.378623184,0.0068840515,0,1,0
0_95,0.95,85,6414,6443,80.175,80.5375,30,0.3717391325,0.006884061,-1,0.96774194,-0.04730571
0_95,0.95,86,6444,6473,80.55,80.9125,30,0.3648550715,0.006884061,0,1,0
0_95,0.95,87,6474,6504,80.925,81.3,31,0.3579710105,0.0068840515,1,1.03333333,0.04730571
0_95,0.95,88,6505,6534,81.3125,81.675,30,0.351086959,0.006884061,-1,0.96774194,-0.04730571
0_95,0.95,89,6535,6563,81.6875,82.0375,29,0.344202898,0.006884061,-1,0.96666667,-0.0489096
0_95,0.95,90,6564,6593,82.05,82.4125,30,0.337318837,0.0068840515,1,1.03448276,0.0489096
0_95,0.95,91,6594,6623,82.425,82.7875,30,0.3304347855,0.006884061,0,1,0
0_95,0.95,92,6624,6652,82.8,83.15,29,0.3235507245,0.006884061,-1,0.96666667,-0.0489096
0_95,0.95,93,6653,6681,83.1625,83.5125,29,0.3166666635,0.0068840515,0,1,0
0_95,0.95,94,6682,6710,83.525,83.875,29,0.309782612,0.006884061,0,1,0
0_95,0.95,95,6711,6739,83.8875,84.2375,29,0.302898551,0.006884061,0,1,0
0_95,0.95,96,6740,6768,84.25,84.6,29,0.29601449,0.0068840515,0,1,0
0_95,0.95,97,6769,6797,84.6125,84.9625,29,0.2891304385,0.006884061,0,1,0
0_95,0.95,98,6798,6825,84.975,85.3125,28,0.2822463775,0.006884061,-1,0.96551724,-0.05062607
0_95,0.95,99,6826,6853,85.325,85.6625,28,0.2753623165,0.0068840515,0,1,0
0_95,0.95,100,6854,6882,85.675,86.025,29,0.268478265,0.006884061,1,1.03571429,0.05062607
0_95,0.95,101,6883,6910,86.0375,86.375,28,0.261594204,0.006884061,-1,0.96551724,-0.05062607
0_95,0.95,102,6911,6938,86.3875,86.725,28,0.254710143,0.0068840515,0,1,0
0_95,0.95,103,6939,6966,86.7375,87.075,28,0.2478260915,0.006884061,0,1,0
0_95,0.95,104,6967,6993,87.0875,87.4125,27,0.2409420305,0.006884061,-1,0.96428571,-0.05246742
0_95,0.95,105,6994,7021,87.425,87.7625,28,0.2340579695,0.006884061,1,1.03703704,0.05246742
0_95,0.95,106,7022,7048,87.775,88.1,27,0.2271739085,0.0068840515,-1,0.96428571,-0.05246742
0_95,0.95,107,7049,7076,88.1125,88.45,28,0.220289857,0.006884061,1,1.03703704,0.05246742
0_95,0.95,108,7077,7103,88.4625,88.7875,27,0.213405796,0.006884061,-1,0.96428571,-0.05246742
0_95,0.95,109,7104,7130,88.8,89.125,27,0.206521735,0.0068840515,0,1,0
0_95,0.95,110,7131,7157,89.1375,89.4625,27,0.1996376835,0.006884061,0,1,0
0_95,0.95,111,7158,7184,89.475,89.8,27,0.1927536225,0.006884061,0,1,0
0_95,0.95,112,7185,7211,89.8125,90.1375,27,0.1858695615,0.0068840515,0,1,0
0_95,0.95,113,7212,7237,90.15,90.4625,26,0.17898551,0.006884061,-1,0.96296296,-0.05444778
0_95,0.95,114,7238,7264,90.475,90.8,27,0.172101449,0.006884061,1,1.03846154,0.05444778
0_95,0.95,115,7265,7290,90.8125,91.125,26,0.165217388,0.0068840515,-1,0.96296296,-0.05444778
0_95,0.95,116,7291,7316,91.1375,91.45,26,0.1583333365,0.006884061,0,1,0
0_95,0.95,117,7317,7343,91.4625,91.7875,27,0.1514492755,0.006884061,1,1.03846154,0.05444778
0_95,0.95,118,7344,7369,91.8,92.1125,26,0.1445652145,0.0068840515,-1,0.96296296,-0.05444778
0_95,0.95,119,7370,7395,92.125,92.4375,26,0.137681163,0.006884061,0,1,0
0_95,0.95,120,7396,7421,92.45,92.7625,26,0.130797102,0.006884061,0,1,0
0_95,0.95,121,7422,7446,92.775,93.075,25,0.123913041,0.0068840515,-1,0.96153846,-0.05658353
0_95,0.95,122,7447,7472,93.0875,93.4,26,0.1170289895,0.006884061,1,1.04,0.05658353
0_95,0.95,123,7473,7498,93.4125,93.725,26,0.1101449285,0.006884061,0,1,0
0_95,0.95,124,7499,7523,93.7375,94.0375,25,0.1032608675,0.0068840515,-1,0.96153846,-0.05658353
0_95,0.95,125,7524,7549,94.05,94.3625,26,0.096376816,0.006884061,1,1.04,0.05658353
0_95,0.95,126,7550,7574,94.375,94.675,25,0.089492755,0.006884061,-1,0.96153846,-0.05658353
0_95,0.95,127,7575,7599,94.6875,94.9875,25,0.082608694,0.006884061,0,1,0
0_95,0.95,128,7600,7624,95,95.3,25,0.075724633,0.0068840515,0,1,0
0_95,0.95,129,7625,7649,95.3125,95.6125,25,0.0688405815,0.006884061,0,1,0
0_95,0.95,130,7650,7674,95.625,95.925,25,0.0619565205,0.006884061,0,1,0
0_95,0.95,131,7675,7699,95.9375,96.2375,25,0.0550724595,0.0068840515,0,1,0
0_95,0.95,132,7700,7724,96.25,96.55,25,0.048188408,0.006884061,0,1,0
0_95,0.95,133,7725,7748,96.5625,96.85,24,0.041304347,0.006884061,-1,0.96,-0.05889369
0_95,0.95,134,7749,7773,96.8625,97.1625,25,0.034420286,0.0068840515,1,1.04166667,0.05889369
0_95,0.95,135,7774,7798,97.175,97.475,25,0.0275362345,0.006884061,0,1,0
0_95,0.95,136,7799,7822,97.4875,97.775,24,0.0206521735,0.006884061,-1,0.96,-0.05889369
0_95,0.95,137,7823,7846,97.7875,98.075,24,0.0137681125,0.0068840515,0,1,0
0_95,0.95,138,7847,7871,98.0875,98.3875,25,0.006884061,,1,1.04166667,0.05889369
