pressure,prev_file,next_file,prev_n,next_n,width,height,mask_nonzero_px,diff_nonzero_px,diff_nonzero_ratio,diff_abs_mean,diff_abs_stddev,diff_abs_max,diff_signed_mean,diff_signed_stddev,diff_signed_min,diff_signed_max
0.023,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.023-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.023,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.023,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.023,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.023,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.023,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.023,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.023,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.023,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.023,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.023,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.023,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.023-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.023,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.023,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.025,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.025-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.025,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.025,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.025,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.025,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.025,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.025,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.025,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.025,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.025,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.025,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.025,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.025-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.025,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.025,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.027,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.027-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.027,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.027,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.027,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.027,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.027,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.027,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.027,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.027,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.027,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.027,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.027,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.027-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.027,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.027,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.029,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.029-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.029,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.029,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.029,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.029,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.029,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.029,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.029,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.029,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.029,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.029,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.029,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.029-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.029,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.029,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.031,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.031-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.031,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.031,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.031,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.031,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.031,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.031,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.031,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.031,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.031,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.031,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.031,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.031-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.031,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.031,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.033,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.033-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.033,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.033,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.033,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.033,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.033,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.033,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.033,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.033,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.033,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.033,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.033,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.033-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.033,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.033,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.035,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.035-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.035,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.035,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.035,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.035,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.035,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.035,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.035,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.035,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.035,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.035,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.035,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.035-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.035,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.035,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.037,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.037-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.037,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.037,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.037,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.037,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.037,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.037,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.037,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.037,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.037,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.037,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.037,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.037-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.037,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.037,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.039,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.039-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.039,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.039,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.039,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.039,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.039,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.039,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.039,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.039,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.039,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.039,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.039,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.039-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.039,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.039,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.041,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.041-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
