pressure,prev_file,next_file,prev_n,next_n,width,height,mask_nonzero_px,diff_nonzero_px,diff_nonzero_ratio,diff_abs_mean,diff_abs_stddev,diff_abs_max,diff_signed_mean,diff_signed_stddev,diff_signed_min,diff_signed_max
0.009,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.009-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.009,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.009,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.009,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.009,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.009,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.009,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.009,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.009,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.009,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.009,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.009,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.009-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.009,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.009,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.011,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.011-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.011,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.011,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.011,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.011,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.011,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.011,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.011,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.011,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.011,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.011,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.011,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.011-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.011,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.011,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.013,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.013-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.013,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.013,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.013,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.013,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.013,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.013,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.013,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.013,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.013,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.013,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.013,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.013-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.013,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.013,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.015,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.015-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.015,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.015,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.015,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.015,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.015,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.015,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.015,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.015,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.015,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.015,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.015,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.015-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.015,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.015,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.017,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.017-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.017,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.017,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.017,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.017,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.017,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.017,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.017,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.017,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.017,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.017,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.017,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.017-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.017,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.017,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.019,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.019-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.019,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.019,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.019,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.019,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.019,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.019,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.019,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.019,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.019,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.019,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.019,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.019-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.019,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.019,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
0.021,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.021-alignedN1-scale10-transparent.png,0,1,180,2020,112558,0,0,0,0,0,0,0,0,0
0.021,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN2-scale10-transparent.png,1,2,180,2020,112558,0,0,0,0,0,0,0,0,0
0.021,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN3-scale10-transparent.png,2,3,180,2020,112558,0,0,0,0,0,0,0,0,0
0.021,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN4-scale10-transparent.png,3,4,180,2020,112558,0,0,0,0,0,0,0,0,0
0.021,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN5-scale10-transparent.png,4,5,180,2020,112558,0,0,0,0,0,0,0,0,0
0.021,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN6-scale10-transparent.png,5,6,180,2020,112558,0,0,0,0,0,0,0,0,0
0.021,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN7-scale10-transparent.png,6,7,180,2020,112558,0,0,0,0,0,0,0,0,0
0.021,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN8-scale10-transparent.png,7,8,180,2020,112558,0,0,0,0,0,0,0,0,0
0.021,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN9-scale10-transparent.png,8,9,180,2020,112558,0,0,0,0,0,0,0,0,0
0.021,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN10-scale10-transparent.png,9,10,180,2020,112558,0,0,0,0,0,0,0,0,0
0.021,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN11-scale10-transparent.png,10,11,180,2020,112558,0,0,0,0,0,0,0,0,0
0.021,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.021-alignedN12-scale10-transparent.png,11,12,180,2020,112558,0,0,0,0,0,0,0,0,0
# summary_group,0.021,first_abs_mean01=0,first_nonzero_ratio=0,peak_abs_mean01=0,peak_nonzero_ratio=0,steady_tail_abs_mean01=0,steady_tail_nonzero_ratio=0,first_vs_peak=0,first_vs_steady=0
# features,0.021,first_vs_peak_abs=0,first_vs_steady_abs=0,first_vs_peak_area=0,first_vs_steady_area=0
