pressure,first_abs_mean01,first_nonzero_ratio,peak_abs_mean01,peak_nonzero_ratio,steady_tail_abs_mean01,steady_tail_nonzero_ratio,first_vs_peak_abs,first_vs_steady_abs,first_vs_peak_area,first_vs_steady_area
0.05,0,0,0,0,0,0,0,0,0,0
