file,width,height,has_alpha,alpha_nonzero_count,alpha_min_x,alpha_min_y,alpha_max_x,alpha_max_y,alpha_bounds_w,alpha_bounds_h
pencil-highres-180x2020-dpi96-S200-P0.05-alignedN12-scale10-transparent.png,180,2020,0,0,,,,,0,0
