pressure,prev_file,next_file,prev_n,next_n,width,height,mask_nonzero_px,diff_nonzero_px,diff_nonzero_ratio,diff_abs_mean,diff_abs_stddev,diff_abs_max,diff_signed_mean,diff_signed_stddev,diff_signed_min,diff_signed_max
0.1,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.1-alignedN1-scale10-transparent.png,0,1,180,2020,112558,8951,0.07952345,0.00031186,0.001061,0.00392157,0.00031186,0.001061,0,0.00392157
0.1,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN2-scale10-transparent.png,1,2,180,2020,112558,60033,0.53335169,0.00227473,0.00227654,0.00784314,0.00227473,0.00227654,0,0.00784314
0.1,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN3-scale10-transparent.png,2,3,180,2020,112558,82366,0.73176496,0.00353477,0.00258191,0.01176471,0.00353477,0.00258191,0,0.01176471
0.1,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN4-scale10-transparent.png,3,4,180,2020,112558,86258,0.76634269,0.00384851,0.00267575,0.01568627,0.00384851,0.00267575,0,0.01568627
0.1,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN5-scale10-transparent.png,4,5,180,2020,112558,87166,0.77440964,0.00392052,0.00270192,0.01568627,0.00392052,0.00270192,0,0.01568627
0.1,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN6-scale10-transparent.png,5,6,180,2020,112558,86525,0.7687148,0.00387966,0.0027045,0.01568627,0.00387966,0.0027045,0,0.01568627
0.1,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN7-scale10-transparent.png,6,7,180,2020,112558,86909,0.77212637,0.00391014,0.00270801,0.01568627,0.00390289,0.00271844,-0.00392157,0.01568627
0.1,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN8-scale10-transparent.png,7,8,180,2020,112558,86366,0.76730219,0.00385231,0.00268617,0.01568627,0.0038114,0.0027439,-0.00784314,0.01568627
0.1,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN9-scale10-transparent.png,8,9,180,2020,112558,85365,0.758409,0.00378931,0.00268808,0.01568627,0.00357003,0.00297314,-0.01176471,0.01568627
0.1,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN10-scale10-transparent.png,9,10,180,2020,112558,77148,0.68540663,0.00332521,0.00268279,0.01568627,0.00239552,0.00353777,-0.01568627,0.01568627
0.1,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN11-scale10-transparent.png,10,11,180,2020,112558,66376,0.58970486,0.00274574,0.00260931,0.01568627,0.00033604,0.00377288,-0.01568627,0.01568627
0.1,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.1-alignedN12-scale10-transparent.png,11,12,180,2020,112558,66423,0.59012243,0.00276863,0.00264046,0.01568627,0.00002683,0.00382579,-0.01568627,0.01568627
# summary_group,0.1,first_abs_mean01=0.00031186,peak_abs_mean01=0.00392052,steady_tail_abs_mean01=0.00315722,first_vs_peak=0.07954465,first_vs_steady=0.09877565
0.25,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.25-alignedN1-scale10-transparent.png,0,1,180,2020,112558,106155,0.94311377,0.00373942,0.0010011,0.00784314,0.00373942,0.0010011,0,0.00784314
0.25,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN2-scale10-transparent.png,1,2,180,2020,112558,109503,0.97285844,0.00544117,0.00217365,0.01176471,0.00544117,0.00217365,0,0.01176471
0.25,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN3-scale10-transparent.png,2,3,180,2020,112558,110628,0.98285328,0.0073623,0.00243983,0.01568627,0.0073623,0.00243983,0,0.01568627
0.25,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN4-scale10-transparent.png,3,4,180,2020,112558,111776,0.99305247,0.00826272,0.00278382,0.01960784,0.00826272,0.00278382,0,0.01960784
0.25,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN5-scale10-transparent.png,4,5,180,2020,112558,111789,0.99316797,0.00895016,0.00323746,0.02352941,0.00895016,0.00323746,0,0.02352941
0.25,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN6-scale10-transparent.png,5,6,180,2020,112558,111866,0.99385206,0.00934553,0.00345961,0.02352941,0.00934553,0.00345961,0,0.02352941
0.25,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN7-scale10-transparent.png,6,7,180,2020,112558,110999,0.98614936,0.00898103,0.00356848,0.02352941,0.00898026,0.0035704,-0.00392157,0.02352941
0.25,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN8-scale10-transparent.png,7,8,180,2020,112558,108705,0.96576876,0.00826823,0.00367544,0.02352941,0.00825185,0.00371206,-0.00392157,0.02352941
0.25,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN9-scale10-transparent.png,8,9,180,2020,112558,105281,0.93534889,0.00752619,0.00378996,0.02352941,0.00745247,0.00393294,-0.00784314,0.02352941
0.25,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN9-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN10-scale10-transparent.png,9,10,180,2020,112558,94795,0.84218803,0.00585723,0.00399329,0.02352941,0.00556729,0.00438849,-0.01176471,0.02352941
0.25,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN10-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN11-scale10-transparent.png,10,11,180,2020,112558,86197,0.76580074,0.00460799,0.00355778,0.02352941,0.00378834,0.00442039,-0.01568627,0.02352941
0.25,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN11-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.25-alignedN12-scale10-transparent.png,11,12,180,2020,112558,71049,0.63122124,0.00329218,0.00309124,0.02352941,0.00007815,0.00451532,-0.01960784,0.02352941
# summary_group,0.25,first_abs_mean01=0.00373942,peak_abs_mean01=0.00934553,steady_tail_abs_mean01=0.0053209,first_vs_peak=0.40012974,first_vs_steady=0.70278022
0.5,(virtual N0),pencil-highres-180x2020-dpi96-S200-P0.5-alignedN1-scale10-transparent.png,0,1,180,2020,112558,100260,0.89074077,0.00611206,0.00350719,0.01568627,0.00611206,0.00350719,0,0.01568627
0.5,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN1-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN2-scale10-transparent.png,1,2,180,2020,112558,112460,0.99912934,0.01398962,0.00391904,0.02745098,0.01398962,0.00391904,0,0.02745098
0.5,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN2-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN3-scale10-transparent.png,2,3,180,2020,112558,112558,1,0.02065069,0.00433718,0.03529412,0.02065069,0.00433718,0.00392157,0.03529412
0.5,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN3-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN4-scale10-transparent.png,3,4,180,2020,112558,112558,1,0.02585498,0.0047246,0.04313725,0.02585498,0.0047246,0.00784314,0.04313725
0.5,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN4-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN5-scale10-transparent.png,4,5,180,2020,112558,112558,1,0.02832798,0.00487489,0.04705882,0.02832798,0.00487489,0.00784314,0.04705882
0.5,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN5-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN6-scale10-transparent.png,5,6,180,2020,112558,112558,1,0.02663059,0.00464115,0.04313725,0.02663059,0.00464115,0.00784314,0.04313725
0.5,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN6-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN7-scale10-transparent.png,6,7,180,2020,112558,112558,1,0.02255803,0.00465611,0.04313725,0.02255803,0.00465611,0.00392157,0.04313725
0.5,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN7-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN8-scale10-transparent.png,7,8,180,2020,112558,112549,0.99992004,0.02150445,0.00571092,0.04313725,0.02150445,0.00571092,0,0.04313725
0.5,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN8-scale10-transparent.png,pencil-highres-180x2020-dpi96-S200-P0.5-alignedN9-scale10-transparent.png,8,9,180,2020,112558,112219,0.99698822,0.01750341,0.00605343,0.04313725,0.01750139,0.00605927,-0.00784314,0.04313725
