file,scale,period_px,period_dip,roi_x,roi_y,roi_w,roi_h,window_w_px,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,0,0,286,0.00032273,0.00249479,5
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,1,12,2306,0.00260219,0.00665222,5
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,2,24,3373,0.00380624,0.0077553,5
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,3,36,4569,0.00515586,0.00863206,5
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,4,48,5290,0.00596947,0.00902296,5
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,5,60,6057,0.00683499,0.00934357,5
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,6,72,6817,0.0076926,0.00957388,5
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,7,84,7270,0.00820379,0.00967246,5
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,8,96,8100,0.0091404,0.00978144,5
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,9,108,8567,0.00966738,0.00980297,5
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,10,120,9048,0.01021016,0.0097955,5
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,11,132,9501,0.01143565,0.01102117,10
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,12,144,9778,0.01383134,0.0137695,10
pencil-highres-2880x1448-dpi96-S180-P0.2-N1-scale8-transparent.png,8,12,1.5,0,0,2880,1448,12,1.5,13,156,10175,0.01562782,0.01499278,10
