file,roi_x,roi_y,roi_w,roi_h,scale,period_px,window_w_px,period_dip,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,0,10,657,0.00203835,0.00598437,5
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,1,18,1288,0.00399603,0.00789843,5
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,2,26,1759,0.00545731,0.00878771,5
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,3,34,2117,0.00656801,0.0092545,5
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,4,42,2486,0.00771283,0.00957832,5
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,5,50,2650,0.00822164,0.0096754,5
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,6,58,2869,0.00890109,0.00976226,5
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,7,66,3215,0.00997456,0.00980244,5
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,8,74,3398,0.01054232,0.00977608,5
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,9,82,3572,0.01294366,0.01261979,10
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,10,90,3751,0.01541325,0.01458496,10
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,11,98,3885,0.01708551,0.0155061,10
pencil-highres-1600x810-dpi96-S80-P0.2-N1-scale10-transparent.png,10,10,1580,790,10,8,8,0.8,0.8,12,106,4063,0.01885393,0.01610128,10
