file,scale,period_px,period_dip,roi_x,roi_y,roi_w,roi_h,window_w_px,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,30,188,3418,0.05398879,0.02999622,30
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,31,194,3456,0.05682241,0.03116826,30
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,32,200,3474,0.05998697,0.03262123,35
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,33,206,3499,0.06346178,0.03360587,35
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,34,212,3515,0.06503888,0.03348826,35
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,35,218,3549,0.06760879,0.03369167,35
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,36,224,3613,0.06987362,0.03386714,35
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,37,230,3641,0.07268139,0.03419075,35
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,38,236,3644,0.07600625,0.03554447,40
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,39,242,3657,0.07999297,0.03903682,40
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,40,248,3681,0.08283176,0.04001677,45
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,41,254,3724,0.08566538,0.04087018,45
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,42,260,3702,0.08763031,0.04120806,45
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,43,266,3729,0.09179284,0.04225854,45
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,44,272,3709,0.09437826,0.04283124,45
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,45,278,3750,0.0970671,0.04183839,45
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,46,284,3754,0.09945603,0.0429192,45
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,47,290,3747,0.10081596,0.04333619,45
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,48,296,3754,0.10474063,0.04577349,50
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,49,302,3771,0.10889282,0.04725149,50
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,50,308,3744,0.1103148,0.04805427,50
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,51,314,3743,0.11341214,0.04942756,50
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,52,320,3754,0.11552184,0.04984054,55
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,53,326,3767,0.11887772,0.05115227,55
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,54,332,3763,0.12201125,0.05154627,55
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,55,338,3742,0.12533093,0.05194747,55
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,56,344,3746,0.12861959,0.05126263,55
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,57,350,3778,0.13074998,0.05171565,60
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,58,356,3762,0.13568297,0.05517308,60
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,59,362,3769,0.1376272,0.05602017,60
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,60,368,3784,0.14096757,0.05755158,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,61,374,3774,0.14460267,0.0588877,60
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,62,380,3782,0.14899272,0.05946391,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,63,386,3777,0.15041987,0.05953673,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,64,392,3780,0.15150058,0.05990076,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,65,398,3766,0.1514437,0.05966583,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,66,404,3780,0.15756598,0.05980396,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,67,410,3778,0.1584926,0.06181164,68
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,68,416,3765,0.15816063,0.06325711,68
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,69,422,3783,0.1636531,0.06570281,68
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,70,428,3771,0.16653636,0.0656855,68
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,71,434,3775,0.16750538,0.06781704,70
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,72,440,3774,0.17034003,0.06783958,70
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,73,446,3779,0.17407752,0.06720735,70
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,74,452,3760,0.17584181,0.06838736,70
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,75,458,3770,0.17558534,0.06749917,70
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,76,464,3781,0.17773227,0.06702733,71
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,77,470,3775,0.18408517,0.06982556,73
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,78,476,3768,0.18331472,0.0697757,73
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,79,482,3771,0.18379457,0.07027411,76
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,80,488,3787,0.18834698,0.07076723,73
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,81,494,3771,0.18628589,0.07010425,73
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,82,500,3761,0.18697361,0.07034281,76
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,83,506,3779,0.1883201,0.06986789,76
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,84,512,3771,0.18877203,0.07003074,76
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,85,518,3773,0.18920534,0.0707978,76
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,86,524,3776,0.19263879,0.07202233,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,87,530,3769,0.19359849,0.07371452,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,88,536,3765,0.19218685,0.0746517,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,89,542,3787,0.19372053,0.07376125,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,90,548,3770,0.19690783,0.07538938,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,91,554,3789,0.19755109,0.07527608,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,92,560,3787,0.19802681,0.07645457,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,93,566,3783,0.19964321,0.07650854,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,94,572,3784,0.2008625,0.07669599,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,95,578,3758,0.20239514,0.07752971,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,96,584,3775,0.20434041,0.0792141,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,97,590,3762,0.20432386,0.08046459,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,98,596,3767,0.20491644,0.08140999,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,99,602,3778,0.20502813,0.08263577,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,100,608,3773,0.20318938,0.08161845,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,101,614,3780,0.20619157,0.0823595,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,102,620,3769,0.20504157,0.08134226,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,103,626,3772,0.20537458,0.08038485,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,104,632,3783,0.20616985,0.08032487,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,105,638,3775,0.20282638,0.08059513,85
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,106,644,3773,0.2026454,0.08090735,85
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,107,650,3782,0.20425974,0.08021734,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,108,656,3755,0.20134235,0.08116747,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,109,662,3763,0.20169811,0.08122254,84
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,110,668,3776,0.20155022,0.08214976,84
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,111,674,3767,0.20179428,0.08328685,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,112,680,3779,0.20228034,0.08162146,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,113,686,3731,0.20296703,0.08228373,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,114,692,3751,0.20461963,0.08056467,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,115,698,3773,0.20370336,0.079309,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,116,704,3769,0.20047985,0.07724262,82
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,117,710,3774,0.1990982,0.07617929,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,118,716,3785,0.19897204,0.0767208,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,119,722,3773,0.19948292,0.0763954,79
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,120,728,3785,0.2020156,0.07740096,80
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,121,734,3768,0.19906821,0.07566561,80
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,122,740,3773,0.19669376,0.07538387,78
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,123,746,3779,0.19326136,0.07471714,78
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,124,752,3771,0.19526557,0.07353283,78
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,125,758,3777,0.19156428,0.07186369,78
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,126,764,3771,0.18564987,0.06972115,75
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,127,770,3780,0.18789505,0.06923658,75
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,128,776,3773,0.1871277,0.06985332,75
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,129,782,3790,0.18451642,0.07076451,75
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,130,788,3768,0.18505626,0.06987508,75
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,131,794,3776,0.18589704,0.07048402,73
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,132,800,3776,0.18418135,0.07058604,73
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,133,806,3775,0.18269525,0.07055655,75
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,134,812,3776,0.18232502,0.06959301,73
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,135,818,3775,0.18127327,0.06739081,73
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,136,824,3767,0.17717072,0.06641538,70
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,137,830,3773,0.17414578,0.06674246,70
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,138,836,3781,0.17567635,0.0671386,70
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,139,842,3771,0.17144763,0.06637934,70
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,140,848,3764,0.16956854,0.06598789,70
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,141,854,3752,0.16569455,0.06564872,70
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,142,860,3786,0.1645611,0.06500675,67
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,143,866,3778,0.16160234,0.06378328,67
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,144,872,3780,0.16094564,0.06242672,67
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,145,878,3772,0.15597439,0.06007387,66
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,146,884,3765,0.15202801,0.05953322,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,147,890,3785,0.15090593,0.05869414,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,148,896,3786,0.15003206,0.05949263,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,149,902,3787,0.14915819,0.05932173,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,150,908,3784,0.14698643,0.0592203,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,151,914,3783,0.14322206,0.05741644,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,152,920,3774,0.13988169,0.05699741,65
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,153,926,3758,0.13765823,0.05608327,60
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,154,932,3781,0.1334957,0.05223548,60
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,155,938,3753,0.12913668,0.05142006,55
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,156,944,3779,0.12719657,0.05149654,55
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,157,950,3775,0.12410027,0.0508503,55
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,158,956,3769,0.12082713,0.0501395,55
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,159,962,3779,0.12064615,0.05189046,55
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,160,968,3781,0.11681972,0.05033928,55
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,161,974,3766,0.11436874,0.0488995,50
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,162,980,3773,0.11054749,0.04813029,50
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,163,986,3771,0.1057748,0.04635975,50
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,164,992,3761,0.10142612,0.04322716,45
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,165,998,3769,0.09948188,0.04242054,45
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,166,1004,3687,0.09490568,0.04213838,45
pencil-highres-1280x648-dpi96-S80-P0.2-N1-scale8-transparent.png,8,6,0.75,8,8,1264,632,6,0.75,167,1010,3734,0.09283218,0.04167194,45
