file,roi_x,roi_y,roi_w,roi_h,scale,period_px,window_w_px,period_dip,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,0,12,846,0.00194424,0.00586023,5
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,1,21,1675,0.00384941,0.00778849,5
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,2,30,2278,0.00523519,0.00867431,5
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,3,39,2758,0.00633831,0.00917095,5
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,4,48,3217,0.00739316,0.0095029,5
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,5,57,3524,0.00809869,0.00965448,5
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,6,66,3736,0.0085859,0.00972796,5
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,7,75,4081,0.00937876,0.0097947,5
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,8,84,4527,0.01040374,0.00978556,5
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,9,93,4673,0.0112012,0.0105962,10
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,10,102,4914,0.01380501,0.01336463,10
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,11,111,5131,0.01603881,0.01495966,10
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,12,120,5260,0.01736025,0.01567681,10
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,13,129,5520,0.0191643,0.01620367,10
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,14,138,5758,0.02088102,0.01657946,15
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,15,147,5914,0.02193587,0.01665363,15
pencil-highres-1920x972-dpi96-S80-P0.2-N1-scale12-transparent.png,12,12,1896,948,12,9,9,0.75,0.75,16,156,6129,0.02338831,0.01674418,15
