file,roi_x,roi_y,roi_w,roi_h,scale,period_px,window_w_px,period_dip,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,0,12,53,0.00099542,0.00430432,5
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,1,15,87,0.00163399,0.00541932,5
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,2,18,179,0.00336188,0.00739033,5
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,3,21,246,0.00462024,0.00832144,5
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,4,24,294,0.00552175,0.00881929,5
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,5,27,342,0.00642326,0.00920261,5
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,6,30,392,0.00736233,0.00949503,5
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,7,33,393,0.00738111,0.00949984,5
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,8,36,419,0.00786943,0.00961117,5
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,9,39,456,0.00856435,0.00972524,5
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,10,42,507,0.00969123,0.01013573,10
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,11,45,566,0.01194501,0.01196201,10
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,12,48,605,0.01434903,0.01387684,10
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,13,51,621,0.01594546,0.01504416,10
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,14,54,637,0.01697844,0.01553371,10
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,15,57,663,0.01799264,0.01569514,10
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,16,60,692,0.01919465,0.01584251,10
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,17,63,704,0.019852,0.01597333,10
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,18,66,716,0.02071595,0.01618891,10
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,19,69,739,0.02210578,0.01653096,15
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,20,72,739,0.02265044,0.0167171,15
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,21,75,728,0.02375855,0.01786048,15
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,22,78,757,0.02620014,0.01933351,20
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,23,81,795,0.0293742,0.02065954,20
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,24,84,831,0.03249192,0.02153443,20
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,25,87,844,0.03358125,0.02148783,20
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,26,90,848,0.03489595,0.02207565,20
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,27,93,824,0.03540305,0.02313616,20
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,28,96,827,0.0373751,0.02400541,20
pencil-highres-720x372-dpi96-S30-P0.2-N1-scale12-transparent.png,12,12,696,348,12,3,3,0.25,0.25,29,99,857,0.03857712,0.02371285,20
