file,roi_x,roi_y,roi_w,roi_h,scale,period_px,window_w_px,period_dip,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,0,10,1014,0.00267326,0.00875903,8
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,1,20,2078,0.00547833,0.01191038,8
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,2,30,2850,0.00751359,0.01338904,8
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,3,40,3492,0.00920613,0.0142852,8
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,4,50,4169,0.01099094,0.01496706,8
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,5,60,4512,0.01189521,0.01522127,8
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,6,70,4953,0.01305783,0.01546449,8
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,7,80,5357,0.01412292,0.01560818,8
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,8,90,5798,0.01528555,0.01568116,8
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,9,100,6028,0.01589191,0.01568493,8
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,10,110,6410,0.01721799,0.01623972,16
pencil-highres-2400x1210-dpi96-S120-P0.2-N1-scale10-transparent.png,10,10,2380,1190,10,10,10,1,1,11,120,6834,0.0216286,0.02091341,16
