file,scale,period_px,period_dip,roi_x,roi_y,roi_w,roi_h,window_w_px,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,0,8,662,0.00272697,0.00883831,8
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,1,16,1328,0.00547042,0.0119036,8
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,2,24,1826,0.00752183,0.01339407,8
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,3,32,2237,0.00921486,0.01428916,8
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,4,40,2659,0.0109532,0.01495517,8
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,5,48,2886,0.01188828,0.01521954,8
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,6,56,3165,0.01303757,0.01546103,8
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,7,64,3438,0.01416214,0.01561205,8
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,8,72,3714,0.01529906,0.01568149,8
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,9,80,3863,0.01591284,0.01568464,8
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,10,88,4104,0.01722277,0.01623577,16
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,11,96,4368,0.0216057,0.02092113,16
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,12,104,4507,0.02488466,0.02362065,16
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,13,112,4717,0.02766106,0.02488127,16
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,14,120,4900,0.03009557,0.02575156,24
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,15,128,4986,0.03169797,0.02644676,24
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,16,136,5181,0.0335187,0.02635664,24
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,17,144,5265,0.03505108,0.02688322,24
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,18,152,5398,0.03653814,0.0269006,24
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,19,160,5577,0.03872549,0.02695127,24
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,20,168,5676,0.04048031,0.02715783,24
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,21,176,5734,0.0423999,0.02837474,32
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,22,184,5814,0.04651096,0.03214906,32
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,23,192,5909,0.05109161,0.03495776,32
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,24,200,5998,0.0546548,0.03700042,32
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,25,208,6207,0.05857225,0.03811651,40
pencil-highres-1920x968-dpi96-S120-P0.2-N1-scale8-transparent.png,8,8,1,8,8,1904,952,8,1,26,216,6286,0.06161229,0.03859631,40
