file,roi_x,roi_y,roi_w,roi_h,scale,period_px,window_w_px,period_dip,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,0,10,228,0.00229261,0.00630056,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,1,15,400,0.00402212,0.00791755,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,2,20,636,0.00639517,0.00919224,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,3,25,727,0.00731021,0.00948147,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,4,30,838,0.00842634,0.00970666,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,5,35,996,0.01001508,0.00980165,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,6,40,1072,0.01077929,0.00975528,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,7,45,1118,0.01313223,0.01261636,10
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,8,50,1174,0.01588738,0.01480556,10
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,9,55,1269,0.01856209,0.01571424,10
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,10,60,1280,0.02049271,0.01687332,15
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,11,65,1363,0.02259427,0.01703459,15
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,12,70,1439,0.02379085,0.01644263,15
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,13,75,1481,0.02482655,0.01657171,15
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,14,80,1492,0.0271996,0.01812753,20
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,15,85,1539,0.03086978,0.02040954,20
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,16,90,1591,0.03399698,0.02108497,20
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,17,95,1596,0.03719457,0.02401987,25
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,18,100,1650,0.04048265,0.02493639,25
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,19,105,1655,0.04249372,0.02556743,25
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,20,110,1704,0.04499749,0.02492686,25
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,21,115,1757,0.0482554,0.0251124,30
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,22,120,1788,0.05290096,0.02818487,30
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,23,125,1800,0.05814982,0.03128664,30
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,24,130,1818,0.06267471,0.03271323,30
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,10,780,390,10,5,5,0.5,0.5,25,135,1820,0.06460533,0.03243381,30
