file,scale,period_px,period_dip,roi_x,roi_y,roi_w,roi_h,window_w_px,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,69,284,1243,0.20153972,0.07372353,79
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,70,288,1248,0.20072587,0.07218413,79
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,71,292,1244,0.2016277,0.07406716,79
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,72,296,1243,0.20166541,0.07747285,82
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,73,300,1242,0.2058415,0.07970635,82
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,74,304,1239,0.20609289,0.07865294,82
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,75,308,1235,0.20356021,0.07964468,80
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,76,312,1228,0.20345965,0.08267042,80
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,77,316,1222,0.20337795,0.08183877,82
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,78,320,1246,0.20106523,0.07765222,83
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,79,324,1240,0.20192936,0.07761801,87
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,80,328,1243,0.20081071,0.075998,82
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,81,332,1246,0.20276207,0.07702196,82
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,82,336,1232,0.20728067,0.08286484,82
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,83,340,1226,0.20771745,0.08462262,82
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,84,344,1238,0.20860357,0.08530055,82
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,85,348,1240,0.20684703,0.08384153,82
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,86,352,1240,0.20800339,0.0799087,82
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,87,356,1237,0.20456574,0.07669821,80
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,88,360,1228,0.20051848,0.07543559,79
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,89,364,1239,0.20188851,0.07587572,79
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,90,368,1237,0.19682315,0.07465272,77
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,91,372,1242,0.19689542,0.07373224,78
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,92,376,1243,0.20129462,0.07592348,78
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,93,380,1238,0.19608786,0.07459947,78
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,94,384,1244,0.1947461,0.07012515,78
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,95,388,1248,0.19146242,0.06709319,75
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,96,392,1238,0.18992584,0.06859675,75
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,97,396,1248,0.18652589,0.06766954,75
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,98,400,1245,0.18422888,0.06849718,73
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,99,404,1244,0.18651961,0.07071827,73
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,100,408,1237,0.18385495,0.07026076,73
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,101,412,1243,0.17930807,0.06636169,73
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,102,416,1232,0.17443753,0.06715412,70
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,103,420,1246,0.17208396,0.06534154,67
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,104,424,1248,0.17195199,0.06617178,70
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,105,428,1248,0.16664153,0.06395171,70
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,106,432,1248,0.16355266,0.06345527,70
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,107,436,1239,0.16254085,0.06252816,67
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,108,440,1228,0.15867584,0.06284951,67
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,109,444,1237,0.15504022,0.05999344,65
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,110,448,1248,0.15332768,0.05836199,65
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,111,452,1244,0.15188223,0.05918504,65
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,112,456,1238,0.14833145,0.057437,60
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,113,460,1241,0.14528343,0.05592338,60
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,114,464,1245,0.14143414,0.05641026,60
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,115,468,1243,0.13887318,0.05666416,60
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,116,472,1244,0.13335847,0.05206336,55
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,117,476,1246,0.12699535,0.05043619,55
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,118,480,1248,0.1232089,0.04859541,55
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,119,484,1248,0.12003519,0.04948711,50
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,120,488,1245,0.11780417,0.04762315,55
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,121,492,1239,0.11447335,0.04837849,50
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,122,496,1226,0.10839304,0.04913579,50
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,123,500,1225,0.10196707,0.04324994,50
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,124,504,1227,0.09785068,0.04105736,45
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,125,508,1231,0.09466126,0.04073372,40
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,126,512,1232,0.09285445,0.04160466,40
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,127,516,1212,0.08768539,0.03992809,40
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,128,520,1229,0.08528155,0.03902543,40
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,129,524,1218,0.08088235,0.03888633,40
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,130,528,1200,0.07486488,0.03550381,40
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,131,532,1203,0.07008861,0.03236908,35
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,132,536,1162,0.06636501,0.03238009,35
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,133,540,1145,0.06231146,0.03252782,35
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,134,544,1178,0.05770802,0.03025318,30
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,135,548,1151,0.05660822,0.02986428,30
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,136,552,1128,0.05359163,0.02921285,30
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,137,556,1102,0.04994658,0.02697056,30
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,138,560,1105,0.04688286,0.0257431,25
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,139,564,1090,0.04468326,0.02518527,25
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,140,568,1064,0.04103821,0.02360848,20
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,141,572,1042,0.03821016,0.02328989,25
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,142,576,1028,0.03539781,0.02217155,20
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,143,580,1013,0.03294683,0.02137749,20
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,144,584,988,0.0290504,0.01896554,20
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,145,588,936,0.02537393,0.01679002,15
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,146,592,916,0.02439982,0.01683934,15
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,147,596,903,0.02328431,0.01674453,15
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,148,600,860,0.021069,0.01629648,10
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,149,604,788,0.01772247,0.01558521,10
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,150,608,759,0.0161042,0.01484301,10
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,151,612,722,0.01357466,0.01301497,10
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,152,616,671,0.01054236,0.00977607,5
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,153,620,627,0.00985106,0.00980381,5
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,154,624,572,0.00898693,0.00976982,5
pencil-highres-640x328-dpi96-S40-P0.2-N1-scale8-transparent.png,8,4,0.5,8,8,624,312,4,0.5,155,628,464,0.0072901,0.00947616,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,0,10,228,0.00229261,0.00630056,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,1,15,400,0.00402212,0.00791755,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,2,20,636,0.00639517,0.00919224,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,3,25,727,0.00731021,0.00948147,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,4,30,838,0.00842634,0.00970666,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,5,35,996,0.01001508,0.00980165,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,6,40,1072,0.01077929,0.00975528,5
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,7,45,1118,0.01313223,0.01261636,10
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,8,50,1174,0.01588738,0.01480556,10
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,9,55,1269,0.01856209,0.01571424,10
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,10,60,1280,0.02049271,0.01687332,15
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,11,65,1363,0.02259427,0.01703459,15
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,12,70,1439,0.02379085,0.01644263,15
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,13,75,1481,0.02482655,0.01657171,15
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,14,80,1492,0.0271996,0.01812753,20
pencil-highres-800x410-dpi96-S40-P0.2-N1-scale10-transparent.png,10,5,0.5,10,10,780,390,5,0.5,15,85,1539,0.03086978,0.02040954,20
