# source=InkDrawGen generated dot obs=1414_989 canvas=5 pressure=0.3 opacity=1
# size=200
# scale=80
# angle_step_deg=1
# angle_count=360
# paper_tile=NoiseTile-angle1-maxr8000-canvas5-papertile-seed1414_988-S200-P1.0-Op1-scale80-start22_22-size3482x3482.png
# obs_seed_px=1414,988
# obs_paper_tile_px=1414,989
# obs_actual_px=1414,989
# obs_window_px=9
# p_sweep_count=10
# zero_policy=keep_zero_as_missing, no_interpolation
# aggregate=median
r_px,r_norm,kernel01,valid_angle_count,mean01,min01,max01,stddev01
6534,81.675,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6535,81.6875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6536,81.7,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6537,81.7125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6538,81.725,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6539,81.7375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6540,81.75,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6541,81.7625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6542,81.775,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6543,81.7875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6544,81.8,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6545,81.8125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6546,81.825,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6547,81.8375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6548,81.85,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6549,81.8625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6550,81.875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6551,81.8875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6552,81.9,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6553,81.9125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6554,81.925,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6555,81.9375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6556,81.95,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6557,81.9625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6558,81.975,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6559,81.9875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6560,82,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6561,82.0125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6562,82.025,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6563,82.0375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6564,82.05,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6565,82.0625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6566,82.075,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6567,82.0875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6568,82.1,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6569,82.1125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6570,82.125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6571,82.1375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6572,82.15,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6573,82.1625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6574,82.175,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6575,82.1875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6576,82.2,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6577,82.2125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6578,82.225,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6579,82.2375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6580,82.25,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6581,82.2625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6582,82.275,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6583,82.2875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6584,82.3,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6585,82.3125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6586,82.325,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6587,82.3375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6588,82.35,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6589,82.3625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6590,82.375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6591,82.3875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6592,82.4,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6593,82.4125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6594,82.425,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6595,82.4375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6596,82.45,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6597,82.4625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6598,82.475,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6599,82.4875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6600,82.5,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6601,82.5125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6602,82.525,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6603,82.5375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6604,82.55,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6605,82.5625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6606,82.575,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6607,82.5875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6608,82.6,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6609,82.6125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6610,82.625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6611,82.6375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6612,82.65,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6613,82.6625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6614,82.675,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6615,82.6875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6616,82.7,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6617,82.7125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6618,82.725,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6619,82.7375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6620,82.75,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6621,82.7625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6622,82.775,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6623,82.7875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6624,82.8,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6625,82.8125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6626,82.825,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6627,82.8375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6628,82.85,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6629,82.8625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6630,82.875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6631,82.8875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6632,82.9,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6633,82.9125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6634,82.925,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6635,82.9375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6636,82.95,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6637,82.9625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6638,82.975,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6639,82.9875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6640,83,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6641,83.0125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6642,83.025,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6643,83.0375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6644,83.05,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6645,83.0625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6646,83.075,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6647,83.0875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6648,83.1,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6649,83.1125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6650,83.125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6651,83.1375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6652,83.15,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6653,83.1625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6654,83.175,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6655,83.1875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6656,83.2,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6657,83.2125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6658,83.225,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6659,83.2375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6660,83.25,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6661,83.2625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6662,83.275,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6663,83.2875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6664,83.3,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6665,83.3125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6666,83.325,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6667,83.3375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6668,83.35,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6669,83.3625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6670,83.375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6671,83.3875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6672,83.4,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6673,83.4125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6674,83.425,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6675,83.4375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6676,83.45,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6677,83.4625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6678,83.475,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6679,83.4875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6680,83.5,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6681,83.5125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6682,83.525,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6683,83.5375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6684,83.55,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6685,83.5625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6686,83.575,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6687,83.5875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6688,83.6,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6689,83.6125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6690,83.625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6691,83.6375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6692,83.65,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6693,83.6625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6694,83.675,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6695,83.6875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6696,83.7,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6697,83.7125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6698,83.725,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6699,83.7375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6700,83.75,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6701,83.7625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6702,83.775,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6703,83.7875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6704,83.8,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6705,83.8125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6706,83.825,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6707,83.8375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6708,83.85,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6709,83.8625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6710,83.875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6711,83.8875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6712,83.9,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6713,83.9125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6714,83.925,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6715,83.9375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6716,83.95,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6717,83.9625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6718,83.975,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6719,83.9875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6720,84,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6721,84.0125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6722,84.025,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6723,84.0375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6724,84.05,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6725,84.0625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6726,84.075,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6727,84.0875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6728,84.1,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6729,84.1125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6730,84.125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6731,84.1375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6732,84.15,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6733,84.1625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6734,84.175,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6735,84.1875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6736,84.2,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6737,84.2125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6738,84.225,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6739,84.2375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6740,84.25,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6741,84.2625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6742,84.275,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6743,84.2875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6744,84.3,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6745,84.3125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6746,84.325,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6747,84.3375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6748,84.35,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6749,84.3625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6750,84.375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6751,84.3875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6752,84.4,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6753,84.4125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6754,84.425,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6755,84.4375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6756,84.45,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6757,84.4625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6758,84.475,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6759,84.4875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6760,84.5,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6761,84.5125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6762,84.525,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6763,84.5375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6764,84.55,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6765,84.5625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6766,84.575,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6767,84.5875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6768,84.6,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6769,84.6125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6770,84.625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6771,84.6375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6772,84.65,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6773,84.6625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6774,84.675,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6775,84.6875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6776,84.7,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6777,84.7125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6778,84.725,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6779,84.7375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6780,84.75,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6781,84.7625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6782,84.775,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6783,84.7875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6784,84.8,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6785,84.8125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6786,84.825,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6787,84.8375,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6788,84.85,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6789,84.8625,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6790,84.875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6791,84.8875,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6792,84.9,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6793,84.9125,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6794,84.925,0.44444444,360,0.44444444,0.44444444,0.44444444,0
6795,84.9375,0.44444444,360,0.43070988,0.38888889,0.44444444,0.0239665
6796,84.95,0.38888889,360,0.4029321,0.38888889,0.44444444,0.0241447
6797,84.9625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6798,84.975,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6799,84.9875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6800,85,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6801,85.0125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6802,85.025,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6803,85.0375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6804,85.05,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6805,85.0625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6806,85.075,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6807,85.0875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6808,85.1,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6809,85.1125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6810,85.125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6811,85.1375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6812,85.15,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6813,85.1625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6814,85.175,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6815,85.1875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6816,85.2,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6817,85.2125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6818,85.225,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6819,85.2375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6820,85.25,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6821,85.2625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6822,85.275,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6823,85.2875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6824,85.3,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6825,85.3125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6826,85.325,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6827,85.3375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6828,85.35,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6829,85.3625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6830,85.375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6831,85.3875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6832,85.4,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6833,85.4125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6834,85.425,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6835,85.4375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6836,85.45,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6837,85.4625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6838,85.475,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6839,85.4875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6840,85.5,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6841,85.5125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6842,85.525,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6843,85.5375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6844,85.55,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6845,85.5625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6846,85.575,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6847,85.5875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6848,85.6,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6849,85.6125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6850,85.625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6851,85.6375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6852,85.65,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6853,85.6625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6854,85.675,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6855,85.6875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6856,85.7,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6857,85.7125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6858,85.725,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6859,85.7375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6860,85.75,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6861,85.7625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6862,85.775,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6863,85.7875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6864,85.8,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6865,85.8125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6866,85.825,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6867,85.8375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6868,85.85,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6869,85.8625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6870,85.875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6871,85.8875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6872,85.9,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6873,85.9125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6874,85.925,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6875,85.9375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6876,85.95,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6877,85.9625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6878,85.975,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6879,85.9875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6880,86,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6881,86.0125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6882,86.025,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6883,86.0375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6884,86.05,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6885,86.0625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6886,86.075,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6887,86.0875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6888,86.1,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6889,86.1125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6890,86.125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6891,86.1375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6892,86.15,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6893,86.1625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6894,86.175,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6895,86.1875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6896,86.2,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6897,86.2125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6898,86.225,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6899,86.2375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6900,86.25,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6901,86.2625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6902,86.275,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6903,86.2875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6904,86.3,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6905,86.3125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6906,86.325,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6907,86.3375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6908,86.35,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6909,86.3625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6910,86.375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6911,86.3875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6912,86.4,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6913,86.4125,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6914,86.425,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6915,86.4375,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6916,86.45,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6917,86.4625,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6918,86.475,0.38888889,360,0.38888889,0.38888889,0.38888889,0
6919,86.4875,0.38888889,360,0.38888889,0.38888889,0.38888889,0
