# source=InkDrawGen generated dot obs=1414_989 canvas=5 pressure=0.3 opacity=1
# size=200
# scale=80
# angle_step_deg=1
# angle_count=360
# paper_tile=NoiseTile-angle1-maxr8000-canvas5-papertile-seed1414_988-S200-P1.0-Op1-scale80-start22_22-size3482x3482.png
# obs_seed_px=1414,988
# obs_paper_tile_px=1414,989
# obs_actual_px=1414,989
# obs_window_px=9
# p_sweep_count=10
# zero_policy=keep_zero_as_missing, no_interpolation
# aggregate=median
r_px,r_norm,kernel01,valid_angle_count,mean01,min01,max01,stddev01
1661,20.7625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1662,20.775,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1663,20.7875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1664,20.8,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1665,20.8125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1666,20.825,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1667,20.8375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1668,20.85,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1669,20.8625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1670,20.875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1671,20.8875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1672,20.9,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1673,20.9125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1674,20.925,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1675,20.9375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1676,20.95,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1677,20.9625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1678,20.975,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1679,20.9875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1680,21,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1681,21.0125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1682,21.025,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1683,21.0375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1684,21.05,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1685,21.0625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1686,21.075,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1687,21.0875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1688,21.1,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1689,21.1125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1690,21.125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1691,21.1375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1692,21.15,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1693,21.1625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1694,21.175,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1695,21.1875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1696,21.2,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1697,21.2125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1698,21.225,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1699,21.2375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1700,21.25,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1701,21.2625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1702,21.275,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1703,21.2875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1704,21.3,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1705,21.3125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1706,21.325,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1707,21.3375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1708,21.35,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1709,21.3625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1710,21.375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1711,21.3875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1712,21.4,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1713,21.4125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1714,21.425,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1715,21.4375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1716,21.45,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1717,21.4625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1718,21.475,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1719,21.4875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1720,21.5,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1721,21.5125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1722,21.525,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1723,21.5375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1724,21.55,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1725,21.5625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1726,21.575,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1727,21.5875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1728,21.6,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1729,21.6125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1730,21.625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1731,21.6375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1732,21.65,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1733,21.6625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1734,21.675,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1735,21.6875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1736,21.7,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1737,21.7125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1738,21.725,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1739,21.7375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1740,21.75,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1741,21.7625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1742,21.775,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1743,21.7875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1744,21.8,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1745,21.8125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1746,21.825,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1747,21.8375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1748,21.85,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1749,21.8625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1750,21.875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1751,21.8875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1752,21.9,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1753,21.9125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1754,21.925,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1755,21.9375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1756,21.95,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1757,21.9625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1758,21.975,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1759,21.9875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1760,22,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1761,22.0125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1762,22.025,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1763,22.0375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1764,22.05,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1765,22.0625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1766,22.075,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1767,22.0875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1768,22.1,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1769,22.1125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1770,22.125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1771,22.1375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1772,22.15,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1773,22.1625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1774,22.175,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1775,22.1875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1776,22.2,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1777,22.2125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1778,22.225,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1779,22.2375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1780,22.25,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1781,22.2625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1782,22.275,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1783,22.2875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1784,22.3,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1785,22.3125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1786,22.325,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1787,22.3375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1788,22.35,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1789,22.3625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1790,22.375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1791,22.3875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1792,22.4,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1793,22.4125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1794,22.425,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1795,22.4375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1796,22.45,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1797,22.4625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1798,22.475,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1799,22.4875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1800,22.5,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1801,22.5125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1802,22.525,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1803,22.5375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1804,22.55,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1805,22.5625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1806,22.575,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1807,22.5875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1808,22.6,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1809,22.6125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1810,22.625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1811,22.6375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1812,22.65,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1813,22.6625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1814,22.675,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1815,22.6875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1816,22.7,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1817,22.7125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1818,22.725,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1819,22.7375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1820,22.75,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1821,22.7625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1822,22.775,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1823,22.7875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1824,22.8,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1825,22.8125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1826,22.825,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1827,22.8375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1828,22.85,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1829,22.8625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1830,22.875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1831,22.8875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1832,22.9,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1833,22.9125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1834,22.925,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1835,22.9375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1836,22.95,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1837,22.9625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1838,22.975,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1839,22.9875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1840,23,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1841,23.0125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1842,23.025,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1843,23.0375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1844,23.05,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1845,23.0625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1846,23.075,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1847,23.0875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1848,23.1,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1849,23.1125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1850,23.125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1851,23.1375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1852,23.15,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1853,23.1625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1854,23.175,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1855,23.1875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1856,23.2,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1857,23.2125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1858,23.225,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1859,23.2375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1860,23.25,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1861,23.2625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1862,23.275,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1863,23.2875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1864,23.3,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1865,23.3125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1866,23.325,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1867,23.3375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1868,23.35,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1869,23.3625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1870,23.375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1871,23.3875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1872,23.4,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1873,23.4125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1874,23.425,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1875,23.4375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1876,23.45,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1877,23.4625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1878,23.475,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1879,23.4875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1880,23.5,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1881,23.5125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1882,23.525,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1883,23.5375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1884,23.55,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1885,23.5625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1886,23.575,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1887,23.5875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1888,23.6,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1889,23.6125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1890,23.625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1891,23.6375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1892,23.65,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1893,23.6625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1894,23.675,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1895,23.6875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1896,23.7,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1897,23.7125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1898,23.725,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1899,23.7375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1900,23.75,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1901,23.7625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1902,23.775,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1903,23.7875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1904,23.8,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1905,23.8125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1906,23.825,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1907,23.8375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1908,23.85,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1909,23.8625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1910,23.875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1911,23.8875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1912,23.9,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1913,23.9125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1914,23.925,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1915,23.9375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1916,23.95,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1917,23.9625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1918,23.975,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1919,23.9875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1920,24,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1921,24.0125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1922,24.025,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1923,24.0375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1924,24.05,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1925,24.0625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1926,24.075,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1927,24.0875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1928,24.1,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1929,24.1125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1930,24.125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1931,24.1375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1932,24.15,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1933,24.1625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1934,24.175,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1935,24.1875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1936,24.2,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1937,24.2125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1938,24.225,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1939,24.2375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1940,24.25,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1941,24.2625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1942,24.275,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1943,24.2875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1944,24.3,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1945,24.3125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1946,24.325,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1947,24.3375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1948,24.35,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1949,24.3625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1950,24.375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1951,24.3875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1952,24.4,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1953,24.4125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1954,24.425,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1955,24.4375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1956,24.45,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1957,24.4625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1958,24.475,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1959,24.4875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1960,24.5,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1961,24.5125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1962,24.525,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1963,24.5375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1964,24.55,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1965,24.5625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1966,24.575,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1967,24.5875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1968,24.6,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1969,24.6125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1970,24.625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1971,24.6375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1972,24.65,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1973,24.6625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1974,24.675,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1975,24.6875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1976,24.7,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1977,24.7125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1978,24.725,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1979,24.7375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1980,24.75,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1981,24.7625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1982,24.775,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1983,24.7875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1984,24.8,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1985,24.8125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1986,24.825,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1987,24.8375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1988,24.85,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1989,24.8625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1990,24.875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1991,24.8875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1992,24.9,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1993,24.9125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1994,24.925,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1995,24.9375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1996,24.95,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1997,24.9625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1998,24.975,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1999,24.9875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2000,25,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2001,25.0125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2002,25.025,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2003,25.0375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2004,25.05,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2005,25.0625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2006,25.075,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2007,25.0875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2008,25.1,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2009,25.1125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2010,25.125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2011,25.1375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2012,25.15,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2013,25.1625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2014,25.175,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2015,25.1875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2016,25.2,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2017,25.2125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2018,25.225,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2019,25.2375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2020,25.25,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2021,25.2625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2022,25.275,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2023,25.2875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2024,25.3,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2025,25.3125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2026,25.325,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2027,25.3375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2028,25.35,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2029,25.3625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2030,25.375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2031,25.3875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2032,25.4,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2033,25.4125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2034,25.425,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2035,25.4375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2036,25.45,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2037,25.4625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2038,25.475,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2039,25.4875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2040,25.5,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2041,25.5125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2042,25.525,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2043,25.5375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2044,25.55,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2045,25.5625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
2046,25.575,0.94444444,360,0.94444444,0.94444444,0.94444444,0
