S,P,N,a_r0,a_r1,a_r2,a_r3,a_r4,a_r5,a_r6,a_r12,a_r25,a_r50,a_r75,a_r100
24,0.5,6,0.66960784,0.65833333,0.62196078,0.60980392,0.59187675,0.5497549,0.51541889,0.01086957,0,0,0,0
24,0.5,7,0.7245098,0.7127451,0.67686275,0.66470588,0.64677871,0.60441176,0.56934046,0.01261722,0,0,0,0
24,0.5,8,0.76960784,0.75882353,0.72470588,0.71254902,0.69509804,0.65318627,0.61764706,0.01432225,0,0,0,0
24,0.5,9,0.80980392,0.79803922,0.7654902,0.75333333,0.73697479,0.69632353,0.66060606,0.01581415,0,0,0,0
24,0.5,10,0.84215686,0.83088235,0.79941176,0.78901961,0.77282913,0.73382353,0.69857398,0.01726343,0,0,0,0
24,0.5,15,0.93627451,0.92941176,0.90960784,0.9027451,0.89131653,0.8625,0.83279857,0.02425405,0,0,0,0
24,0.5,20,0.97254902,0.96960784,0.95745098,0.95431373,0.94635854,0.92745098,0.90597148,0.03064791,0,0,0,0
24,0.5,25,0.98921569,0.98676471,0.98019608,0.97843137,0.97296919,0.96078431,0.94590018,0.03674339,0,0,0,0
24,0.5,50,0.99117647,0.98970588,0.98862745,0.98784314,0.98767507,0.98615196,0.98431373,0.05856777,0,0,0,0
24,0.5,75,0.99117647,0.98970588,0.98862745,0.98784314,0.98767507,0.98615196,0.98458111,0.071526,0,0,0,0
24,0.5,100,0.99117647,0.98970588,0.98862745,0.98784314,0.98767507,0.98615196,0.98458111,0.08005115,0,0,0,0
24,0.65,1,0.26960784,0.26568627,0.24490196,0.23843137,0.22773109,0.20588235,0.18787879,0.00208866,0,0,0,0
24,0.65,2,0.46666667,0.45980392,0.42882353,0.41901961,0.40266106,0.36862745,0.33983957,0.00417732,0,0,0,0
24,0.65,3,0.60980392,0.60294118,0.56764706,0.55666667,0.53753501,0.49779412,0.46283422,0.00613811,0,0,0,0
24,0.65,4,0.71568627,0.70833333,0.67254902,0.66137255,0.64201681,0.6,0.5627451,0.00809889,0,0,0,0
24,0.65,5,0.79117647,0.78480392,0.75098039,0.74078431,0.72226891,0.6814951,0.64376114,0.01005968,0,0,0,0
24,0.65,6,0.84705882,0.84117647,0.81039216,0.80176471,0.78431373,0.74669118,0.70944742,0.01197783,0,0,0,0
24,0.65,7,0.88823529,0.88333333,0.85647059,0.84803922,0.83263305,0.79767157,0.76229947,0.01385337,0,0,0,0
24,0.65,8,0.91764706,0.91421569,0.89137255,0.88352941,0.87030812,0.83860294,0.80534759,0.01568627,0,0,0,0
24,0.65,9,0.93921569,0.93676471,0.91705882,0.91,0.89817927,0.87046569,0.8402852,0.01730605,0,0,0,0
24,0.65,10,0.95490196,0.95343137,0.93627451,0.93098039,0.92086835,0.89681373,0.86934046,0.01888321,0,0,0,0
24,0.65,15,0.99117647,0.98921569,0.98352941,0.98058824,0.97745098,0.96556373,0.9513369,0.02642796,0,0,0,0
24,0.65,20,0.99509804,0.99460784,0.99372549,0.9927451,0.99131653,0.98688725,0.98048128,0.03299233,0,0,0,0
24,0.65,25,0.99509804,0.99460784,0.99411765,0.99392157,0.99327731,0.99142157,0.9899287,0.03895993,0,0,0,0
24,0.65,50,0.99509804,0.99460784,0.99411765,0.99392157,0.99327731,0.99191176,0.9912656,0.06048593,0,0,0,0
24,0.65,75,0.99509804,0.99460784,0.99411765,0.99392157,0.99327731,0.99191176,0.9912656,0.07259165,0,0,0,0
24,0.65,100,0.99509804,0.99460784,0.99411765,0.99392157,0.99327731,0.99191176,0.9912656,0.07945439,0,0,0,0
24,0.77,1,0.36960784,0.36519608,0.34098039,0.33333333,0.31960784,0.29105392,0.26541889,0.00242967,0,0,0,0
24,0.77,2,0.60294118,0.59656863,0.5645098,0.55490196,0.53613445,0.49607843,0.45918004,0.00481671,0,0,0,0
24,0.77,3,0.74901961,0.74362745,0.71215686,0.70254902,0.68361345,0.64166667,0.60106952,0.0071185,0,0,0,0
24,0.77,4,0.84117647,0.83676471,0.80901961,0.79980392,0.78319328,0.74485294,0.70525847,0.00937766,0,0,0,0
24,0.77,5,0.90098039,0.89509804,0.8727451,0.86509804,0.85154062,0.81740196,0.78137255,0.01163683,0,0,0,0
24,0.77,6,0.9372549,0.93235294,0.91470588,0.90862745,0.89761905,0.8692402,0.83778966,0.01376812,0,0,0,0
24,0.77,7,0.96078431,0.95637255,0.94294118,0.93803922,0.92955182,0.9064951,0.87967914,0.01585678,0,0,0,0
24,0.77,8,0.9745098,0.97156863,0.96196078,0.95823529,0.95182073,0.93308824,0.91060606,0.01794544,0,0,0,0
24,0.77,9,0.98333333,0.98186275,0.9745098,0.97215686,0.96666667,0.95183824,0.93333333,0.01969309,0,0,0,0
24,0.77,10,0.99019608,0.98823529,0.98215686,0.98078431,0.97703081,0.96507353,0.94991087,0.02144075,0,0,0,0
24,0.77,15,0.99607843,0.99607843,0.99568627,0.99568627,0.99509804,0.99338235,0.98823529,0.02953964,0,0,0,0
24,0.77,20,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99583333,0.9942959,0.03678602,0,0,0,0
24,0.77,25,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99583333,0.99474153,0.04322251,0,0,0,0
24,0.77,50,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99583333,0.99474153,0.06479113,0,0,0,0
24,0.77,75,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99583333,0.99474153,0.07651321,0,0,0,0
24,0.77,100,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99583333,0.99474153,0.08290708,0,0,0,0
24,0.85,1,0.44607843,0.44117647,0.41470588,0.40627451,0.39117647,0.35784314,0.32825312,0.00285592,0,0,0,0
24,0.85,2,0.69215686,0.68676471,0.65647059,0.64647059,0.62759104,0.58615196,0.54750446,0.00558397,0,0,0,0
24,0.85,3,0.82941176,0.82352941,0.7972549,0.78862745,0.77184874,0.73308824,0.69500891,0.00826939,0,0,0,0
24,0.85,4,0.90490196,0.9004902,0.87941176,0.87333333,0.85938375,0.82671569,0.79322638,0.01086957,0,0,0,0
24,0.85,5,0.94705882,0.94313725,0.92862745,0.92392157,0.91302521,0.8872549,0.85935829,0.01338448,0,0,0,0
24,0.85,6,0.96960784,0.96764706,0.9572549,0.95352941,0.94607843,0.92598039,0.90392157,0.01577153,0,0,0,0
24,0.85,7,0.98333333,0.98186275,0.9745098,0.97215686,0.96666667,0.95159314,0.93431373,0.01803069,0,0,0,0
24,0.85,8,0.99019608,0.98872549,0.98490196,0.98294118,0.97885154,0.9682598,0.95516934,0.02028986,0,0,0,0
24,0.85,9,0.99509804,0.99362745,0.99098039,0.98960784,0.98683473,0.97941176,0.96925134,0.02229327,0,0,0,0
24,0.85,10,0.99607843,0.99558824,0.99411765,0.99352941,0.99187675,0.98651961,0.97816399,0.02429668,0,0,0,0
24,0.85,15,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99583333,0.99545455,0.03320546,0,0,0,0
24,0.85,20,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.9959893,0.04096334,0,0,0,0
24,0.85,25,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.9959893,0.04757033,0,0,0,0
24,0.85,50,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.9959893,0.0687127,0,0,0,0
24,0.85,75,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.9959893,0.07911338,0,0,0,0
24,0.85,100,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.9959893,0.08550725,0,0,0,0
24,1,1,0.60196078,0.59558824,0.56980392,0.56078431,0.54229692,0.50526961,0.46764706,0.00473146,0,0,0,0
24,1,2,0.84215686,0.83578431,0.81411765,0.80666667,0.78907563,0.75428922,0.71532977,0.00929241,0,0,0,0
24,1,3,0.9372549,0.93333333,0.91960784,0.91470588,0.90266106,0.87708333,0.84643494,0.01342711,0,0,0,0
24,1,4,0.9745098,0.97254902,0.96529412,0.96235294,0.95490196,0.93872549,0.91737968,0.0173913,0,0,0,0
24,1,5,0.99019608,0.98921569,0.98509804,0.98313725,0.9789916,0.96875,0.95508021,0.02114237,0,0,0,0
24,1,6,0.99509804,0.99558824,0.99333333,0.99254902,0.99005602,0.98394608,0.9754902,0.02468031,0,0,0,0
24,1,7,0.99901961,0.99901961,0.99823529,0.99745098,0.99593838,0.99191176,0.9868984,0.02804774,0,0,0,0
24,1,8,1,1,1,0.99960784,0.99887955,0.99632353,0.9926025,0.03124467,0,0,0,0
24,1,9,1,1,1,0.99980392,0.99943978,0.99803922,0.99581105,0.03422847,0,0,0,0
24,1,10,1,1,1,0.99980392,0.99943978,0.99828431,0.99688057,0.03699915,0,0,0,0
24,1,15,1,1,1,0.99980392,0.99943978,0.99828431,0.99714795,0.04897698,0,0,0,0
24,1,20,1,1,1,0.99980392,0.99943978,0.99828431,0.99714795,0.05839727,0,0,0,0
24,1,25,1,1,1,0.99980392,0.99943978,0.99828431,0.99714795,0.06560102,0,0,0,0
24,1,50,1,1,1,0.99980392,0.99943978,0.99828431,0.99714795,0.08499574,0,0,0,0
24,1,75,1,1,1,0.99980392,0.99943978,0.99828431,0.99714795,0.09168798,0,0,0,0
24,1,100,1,1,1,0.99980392,0.99943978,0.99828431,0.99714795,0.09330776,0,0,0,0
50,0.05,1,0.00784314,0.00833333,0.00764706,0.00784314,0.00742297,0.00759804,0.00766488,0.00682012,0.00074819,0,0,0
50,0.05,2,0.01568627,0.01666667,0.01529412,0.01568627,0.01484594,0.01519608,0.01532977,0.01364024,0.00149639,0,0,0
50,0.05,3,0.02352941,0.025,0.02294118,0.02352941,0.02226891,0.02279412,0.02299465,0.02046036,0.00224458,0,0,0
50,0.05,4,0.03137255,0.03333333,0.03058824,0.03137255,0.02969188,0.03039216,0.03065954,0.02728048,0.00299278,0,0,0
50,0.05,5,0.03921569,0.04166667,0.03823529,0.03921569,0.03711485,0.0379902,0.03832442,0.0341006,0.00374097,0,0,0
50,0.05,6,0.04705882,0.05,0.04588235,0.04705882,0.04453782,0.04558824,0.0459893,0.04092072,0.00448916,0,0,0
50,0.05,7,0.05490196,0.05833333,0.05352941,0.05490196,0.05196078,0.05318627,0.05365419,0.04774084,0.00523736,0,0,0
50,0.05,8,0.0627451,0.06666667,0.06117647,0.0627451,0.05938375,0.06078431,0.06131907,0.05456095,0.00598555,0,0,0
50,0.05,9,0.07058824,0.075,0.06882353,0.07058824,0.06680672,0.06838235,0.06898396,0.06138107,0.00673375,0,0,0
50,0.05,10,0.07843137,0.08333333,0.07647059,0.07843137,0.07422969,0.07598039,0.07664884,0.06820119,0.00748194,0,0,0
50,0.05,15,0.11764706,0.125,0.11470588,0.11764706,0.11134454,0.11397059,0.11497326,0.10230179,0.01122291,0,0,0
50,0.05,20,0.15686275,0.16421569,0.15294118,0.15686275,0.14845938,0.15196078,0.15329768,0.13640239,0.01496388,0,0,0
50,0.05,25,0.19607843,0.20343137,0.19117647,0.19607843,0.18557423,0.18995098,0.1916221,0.17050298,0.01870485,0,0,0
50,0.05,50,0.32156863,0.3377451,0.31529412,0.32156863,0.30812325,0.31372549,0.31586453,0.28883205,0.0369453,0,0,0
50,0.05,75,0.41960784,0.43921569,0.41333333,0.41960784,0.40616246,0.41176471,0.41390374,0.38687127,0.05500516,0,0,0
50,0.05,100,0.51764706,0.5372549,0.51137255,0.51764706,0.50420168,0.50980392,0.51194296,0.48491049,0.07306502,0,0,0
50,0.1,1,0.01666667,0.01715686,0.01588235,0.01588235,0.01568627,0.01544118,0.0157754,0.01402387,0.00141899,0,0,0
50,0.1,2,0.03333333,0.03431373,0.03176471,0.03176471,0.03137255,0.03088235,0.0315508,0.02804774,0.00283798,0,0,0
50,0.1,3,0.05,0.05147059,0.04764706,0.04764706,0.04705882,0.04632353,0.0473262,0.04207161,0.00425697,0,0,0
50,0.1,4,0.06666667,0.06862745,0.06352941,0.06352941,0.0627451,0.06176471,0.0631016,0.05609548,0.00567595,0,0,0
50,0.1,5,0.08333333,0.08529412,0.07941176,0.07941176,0.07843137,0.07720588,0.07887701,0.07011935,0.00709494,0,0,0
50,0.1,6,0.1,0.10196078,0.09529412,0.09529412,0.09411765,0.09264706,0.09465241,0.08414322,0.00851393,0,0,0
50,0.1,7,0.11568627,0.11813725,0.11039216,0.11058824,0.10910364,0.10784314,0.10989305,0.09816709,0.00993292,0,0,0
50,0.1,8,0.13137255,0.13431373,0.1254902,0.12588235,0.12408964,0.12303922,0.12513369,0.11219096,0.01135191,0,0,0
50,0.1,9,0.14411765,0.14754902,0.13803922,0.13823529,0.13655462,0.13504902,0.13743316,0.12395567,0.0127709,0,0,0
50,0.1,10,0.15686275,0.16078431,0.15058824,0.15058824,0.14901961,0.14705882,0.14973262,0.13572038,0.01418989,0,0,0
50,0.1,15,0.22058824,0.2254902,0.21333333,0.21235294,0.21134454,0.20710784,0.21122995,0.1945439,0.02128483,0,0,0
50,0.1,20,0.28235294,0.28823529,0.27156863,0.27098039,0.26876751,0.26421569,0.26942959,0.24505541,0.02799278,0,0,0
50,0.1,25,0.34117647,0.34852941,0.32745098,0.32784314,0.32408964,0.32058824,0.32602496,0.29556692,0.03470072,0,0,0
50,0.1,50,0.56176471,0.57009804,0.54411765,0.5445098,0.53977591,0.53504902,0.54215686,0.50294118,0.05848813,0,0,0
50,0.1,75,0.70196078,0.70931373,0.68215686,0.68352941,0.67745098,0.67401961,0.68101604,0.63746803,0.07708978,0,0,0
50,0.1,100,0.8,0.80735294,0.78019608,0.78156863,0.7754902,0.77205882,0.77905526,0.73550725,0.09514964,0,0,0
50,0.25,1,0.05686275,0.05686275,0.05215686,0.05196078,0.05140056,0.05073529,0.0516934,0.04335038,0.00276058,0,0,0
50,0.25,2,0.10980392,0.10980392,0.10117647,0.10078431,0.09957983,0.09803922,0.09991087,0.08503836,0.00552116,0,0,0
50,0.25,3,0.15980392,0.16078431,0.14823529,0.14823529,0.14635854,0.14448529,0.14705882,0.12446718,0.00828173,0,0,0
50,0.25,4,0.20882353,0.20882353,0.19313725,0.19313725,0.19033613,0.18786765,0.1912656,0.16223359,0.01099071,0,0,0
50,0.25,5,0.25490196,0.25441176,0.2354902,0.23490196,0.232493,0.22953431,0.23342246,0.19906223,0.01364809,0,0,0
50,0.25,6,0.29705882,0.29656863,0.2754902,0.27529412,0.27212885,0.26862745,0.27326203,0.23371697,0.01630547,0,0,0
50,0.25,7,0.33529412,0.33529412,0.31215686,0.31235294,0.30868347,0.30490196,0.30998217,0.26611253,0.01891125,0,0,0
50,0.25,8,0.37352941,0.37303922,0.34784314,0.34745098,0.34397759,0.34007353,0.34536542,0.29803922,0.02151703,0,0,0
50,0.25,9,0.40882353,0.40882353,0.38196078,0.38137255,0.3780112,0.37377451,0.37941176,0.32860188,0.02386481,0,0,0
50,0.25,10,0.44313725,0.44215686,0.41372549,0.41254902,0.40938375,0.40502451,0.41087344,0.35690537,0.02616099,0,0,0
50,0.25,15,0.58333333,0.58235294,0.54960784,0.54901961,0.54509804,0.54031863,0.5469697,0.48248082,0.0374871,0,0,0
50,0.25,20,0.68921569,0.68823529,0.6545098,0.65392157,0.64971989,0.64546569,0.65213904,0.58431373,0.04736842,0,0,0
50,0.25,25,0.76862745,0.76764706,0.73529412,0.7354902,0.73053221,0.72720588,0.73351159,0.66517477,0.05694014,0,0,0
50,0.25,50,0.94215686,0.94019608,0.92372549,0.92372549,0.92044818,0.9192402,0.92254902,0.88209719,0.09406605,0,0,0
50,0.25,75,0.96764706,0.96715686,0.96392157,0.96313725,0.96344538,0.9629902,0.96327986,0.95238704,0.11764706,0,0,0
50,0.25,100,0.96764706,0.96715686,0.96392157,0.96313725,0.96344538,0.9629902,0.96345811,0.95609548,0.13524252,0,0,0
50,0.5,1,0.16568627,0.16666667,0.15529412,0.15509804,0.15448179,0.15098039,0.15427807,0.12463768,0.00309598,0,0,0
50,0.5,2,0.30294118,0.30539216,0.28568627,0.2854902,0.28459384,0.27892157,0.28404635,0.23346121,0.00616615,0,0,0
50,0.5,3,0.41764706,0.42107843,0.39647059,0.39588235,0.39411765,0.38737745,0.39385027,0.328815,0.00915893,0,0,0
50,0.5,4,0.51372549,0.51764706,0.48980392,0.48941176,0.48753501,0.47990196,0.48716578,0.41189258,0.0120743,0,0,0
50,0.5,5,0.59509804,0.59754902,0.56764706,0.56705882,0.56540616,0.55735294,0.56515152,0.48418585,0.01493808,0,0,0
50,0.5,6,0.66176471,0.66421569,0.63392157,0.63352941,0.63151261,0.62377451,0.63146168,0.54748508,0.01772446,0,0,0
50,0.5,7,0.71666667,0.71862745,0.68882353,0.68843137,0.68641457,0.67867647,0.68636364,0.60204604,0.02038184,0,0,0
50,0.5,8,0.76372549,0.76470588,0.73627451,0.73588235,0.7337535,0.72585784,0.73351159,0.65042626,0.02303922,0,0,0
50,0.5,9,0.80392157,0.80343137,0.77686275,0.77607843,0.77394958,0.76691176,0.77388592,0.69352089,0.0254902,0,0,0
50,0.5,10,0.83627451,0.83578431,0.81058824,0.80980392,0.80812325,0.80159314,0.80819964,0.73081841,0.02786378,0,0,0
50,0.5,15,0.93333333,0.93333333,0.91705882,0.91607843,0.91526611,0.9120098,0.91541889,0.86014493,0.03918989,0,0,0
50,0.5,20,0.97156863,0.97156863,0.96215686,0.96137255,0.96134454,0.95980392,0.9614082,0.92561807,0.04904541,0,0,0
50,0.5,25,0.98921569,0.98823529,0.9827451,0.9827451,0.98263305,0.9817402,0.98279857,0.95967604,0.05794634,0,0,0
50,0.5,50,0.99117647,0.99019608,0.98960784,0.98901961,0.98865546,0.98860294,0.98877005,0.98606138,0.08906089,0,0,0
50,0.5,75,0.99117647,0.99019608,0.98960784,0.98901961,0.98865546,0.98860294,0.98877005,0.98606138,0.10683695,0,0,0
50,0.5,100,0.99117647,0.99019608,0.98960784,0.98901961,0.98865546,0.98860294,0.98877005,0.98606138,0.11862745,0,0,0
50,0.65,1,0.26666667,0.26764706,0.25117647,0.25,0.24859944,0.24411765,0.24848485,0.20021313,0.00260578,0,0,0
50,0.65,2,0.46176471,0.4627451,0.43862745,0.43666667,0.43445378,0.42806373,0.43431373,0.35954817,0.00510836,0,0,0
50,0.65,3,0.60490196,0.60588235,0.57882353,0.57686275,0.5745098,0.56727941,0.5741533,0.48670077,0.00758514,0,0,0
50,0.65,4,0.71078431,0.71127451,0.68411765,0.68235294,0.67969188,0.67279412,0.67950089,0.58866155,0.00995872,0,0,0
50,0.65,5,0.7872549,0.7872549,0.76156863,0.76019608,0.75784314,0.75134804,0.75811052,0.66994885,0.0122291,0,0,0
50,0.65,6,0.84411765,0.84264706,0.82039216,0.81843137,0.81652661,0.81151961,0.81729055,0.73520887,0.01442208,0,0,0
50,0.65,7,0.88529412,0.88480392,0.86470588,0.86372549,0.86162465,0.85698529,0.86229947,0.78699915,0.01653767,0,0,0
50,0.65,8,0.91470588,0.91568627,0.89843137,0.89745098,0.89565826,0.89166667,0.89616756,0.82868713,0.01862745,0,0,0
50,0.65,9,0.93627451,0.9372549,0.92215686,0.92196078,0.92058824,0.91727941,0.92094474,0.86167945,0.02058824,0,0,0
50,0.65,10,0.95294118,0.95392157,0.94117647,0.94078431,0.93963585,0.9372549,0.94010695,0.88891731,0.02249742,0,0,0
50,0.65,15,0.99019608,0.99019608,0.98607843,0.98588235,0.98473389,0.98382353,0.98511586,0.96184996,0.03119195,0,0,0
50,0.65,20,0.99509804,0.99509804,0.99411765,0.99411765,0.99383754,0.99338235,0.99402852,0.9855925,0.03846749,0,0,0
50,0.65,25,0.99509804,0.99509804,0.9945098,0.99470588,0.99439776,0.99387255,0.99438503,0.99164535,0.04489164,0,0,0
50,0.65,50,0.99509804,0.99509804,0.9945098,0.99470588,0.99439776,0.99387255,0.99438503,0.99181586,0.06607327,0,0,0
50,0.65,75,0.99509804,0.99509804,0.9945098,0.99470588,0.99439776,0.99387255,0.99438503,0.99181586,0.07742518,0,0,0
50,0.65,100,0.99509804,0.99509804,0.9945098,0.99470588,0.99439776,0.99387255,0.99438503,0.99181586,0.08557792,0,0,0
50,0.77,1,0.36764706,0.36666667,0.34803922,0.34627451,0.34495798,0.33897059,0.34340463,0.27966752,0.00229618,0,0,0
50,0.77,2,0.6,0.59852941,0.57411765,0.57156863,0.56988796,0.56237745,0.5684492,0.48030691,0.00448916,0,0,0
50,0.77,3,0.74607843,0.74558824,0.72078431,0.71941176,0.71792717,0.71041667,0.71613191,0.62438193,0.00663055,0,0,0
50,0.77,4,0.83823529,0.83872549,0.81607843,0.81529412,0.81414566,0.80735294,0.81256684,0.72821824,0.00866873,0,0,0
50,0.77,5,0.89803922,0.89705882,0.87901961,0.87862745,0.87703081,0.87181373,0.87611408,0.80255754,0.01055212,0,0,0
50,0.77,6,0.93529412,0.93333333,0.91960784,0.91921569,0.91764706,0.91421569,0.91737968,0.85635124,0.0123839,0,0,0
50,0.77,7,0.95882353,0.95784314,0.9472549,0.94666667,0.9452381,0.94252451,0.94483066,0.89590793,0.01408669,0,0,0
50,0.77,8,0.97352941,0.97205882,0.96509804,0.96490196,0.96344538,0.9620098,0.96336898,0.92468031,0.01571207,0,0,0
50,0.77,9,0.98235294,0.98235294,0.97666667,0.97686275,0.97577031,0.97487745,0.97575758,0.94501279,0.01733746,0,0,0
50,0.77,10,0.98921569,0.98823529,0.98490196,0.98431373,0.98319328,0.98333333,0.98368984,0.95988917,0.01885965,0,0,0
50,0.77,15,0.99607843,0.99607843,0.99607843,0.99568627,0.99579832,0.99583333,0.99590018,0.99164535,0.0255676,0,0,0
50,0.77,20,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99526854,0.03114035,0,0,0
50,0.77,25,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99531117,0.03573271,0,0,0
50,0.77,50,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99531117,0.0499484,0,0,0
50,0.77,75,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99531117,0.05717234,0,0,0
50,0.77,100,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99531117,0.0629773,0,0,0
50,0.85,1,0.44215686,0.44215686,0.42254902,0.42019608,0.41848739,0.41164216,0.41648841,0.34241262,0.00221878,0,0,0
50,0.85,2,0.68823529,0.6877451,0.66490196,0.66235294,0.66064426,0.65330882,0.6587344,0.56696505,0.00433437,0,0,0
50,0.85,3,0.8254902,0.8245098,0.80509804,0.8027451,0.8012605,0.79509804,0.79973262,0.71393862,0.00637255,0,0,0
50,0.85,4,0.90294118,0.90147059,0.88607843,0.88431373,0.88333333,0.87867647,0.88235294,0.81001705,0.00830753,0,0,0
50,0.85,5,0.94607843,0.94411765,0.93313725,0.93215686,0.93109244,0.92806373,0.93092692,0.87391304,0.01008772,0,0,0
50,0.85,6,0.96960784,0.96813725,0.96039216,0.95960784,0.95896359,0.95661765,0.95882353,0.9158994,0.01179051,0,0,0
50,0.85,7,0.98235294,0.98235294,0.97647059,0.97666667,0.97605042,0.97426471,0.97557932,0.94394714,0.01339009,0,0,0
50,0.85,8,0.99019608,0.98970588,0.9854902,0.98588235,0.98571429,0.98443627,0.98529412,0.96253197,0.01491228,0,0,0
50,0.85,9,0.99509804,0.99411765,0.99137255,0.99137255,0.99145658,0.99093137,0.9912656,0.97493606,0.01635707,0,0,0
50,0.85,10,0.99607843,0.99558824,0.9945098,0.9945098,0.9942577,0.99436275,0.99456328,0.98316283,0.01772446,0,0,0
50,0.85,15,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99595055,0.02365841,0,0,0
50,0.85,20,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.02845717,0,0,0
50,0.85,25,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.03227554,0,0,0
50,0.85,50,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.04324045,0,0,0
50,0.85,75,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.04772962,0,0,0
50,0.85,100,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.05095459,0,0,0
50,1,1,0.59901961,0.59705882,0.57686275,0.57333333,0.57128852,0.56458333,0.56764706,0.48069054,0.00250258,0,0,0
50,1,2,0.83921569,0.83676471,0.81980392,0.81686275,0.81540616,0.80968137,0.81238859,0.72988065,0.00485036,0,0,0
50,1,3,0.93529412,0.93431373,0.92313725,0.92137255,0.92002801,0.91703431,0.9184492,0.85839727,0.00706914,0,0,0
50,1,4,0.97352941,0.97352941,0.96705882,0.96607843,0.96498599,0.96360294,0.96426025,0.92574595,0.00913313,0,0,0
50,1,5,0.99019608,0.99019608,0.98647059,0.98529412,0.98487395,0.98406863,0.98458111,0.96069906,0.01104231,0,0,0
50,1,6,0.99509804,0.99607843,0.99392157,0.99372549,0.99341737,0.99301471,0.99322638,0.97924126,0.0128483,0,0,0
50,1,7,0.99901961,0.9995098,0.99843137,0.99823529,0.99789916,0.99730392,0.99768271,0.98930094,0.01455108,0,0,0
50,1,8,1,1,1,0.99960784,0.99957983,0.9997549,0.99982175,0.99428815,0.01615067,0,0,0
50,1,9,1,1,1,0.99980392,0.99971989,0.99987745,0.99991087,0.99684569,0.01764706,0,0,0
50,1,10,1,1,1,0.99980392,0.99971989,0.99987745,0.99991087,0.99731458,0.01901445,0,0,0
50,1,15,1,1,1,0.99980392,0.99971989,0.99987745,0.99991087,0.9973572,0.0247936,0,0,0
50,1,20,1,1,1,0.99980392,0.99971989,0.99987745,0.99991087,0.9973572,0.02923117,0,0,0
50,1,25,1,1,1,0.99980392,0.99971989,0.99987745,0.99991087,0.9973572,0.03268834,0,0,0
50,1,50,1,1,1,0.99980392,0.99971989,0.99987745,0.99991087,0.9973572,0.04179567,0,0,0
50,1,75,1,1,1,0.99980392,0.99971989,0.99987745,0.99991087,0.9973572,0.04535604,0,0,0
50,1,100,1,1,1,0.99980392,0.99971989,0.99987745,0.99991087,0.9973572,0.04770382,0,0,0
100,0.05,1,0.00784314,0.00833333,0.00784314,0.00784314,0.00756303,0.00784314,0.00775401,0.00741688,0.00717234,0.00076253,0,0
100,0.05,2,0.01568627,0.01666667,0.01568627,0.01568627,0.01512605,0.01568627,0.01550802,0.01483376,0.01434469,0.00152505,0,0
100,0.05,3,0.02352941,0.025,0.02352941,0.02352941,0.02268908,0.02352941,0.02326203,0.02225064,0.02151703,0.00228758,0,0
100,0.05,4,0.03137255,0.03333333,0.03137255,0.03137255,0.0302521,0.03137255,0.03101604,0.02966752,0.02868937,0.00305011,0,0
100,0.05,5,0.03921569,0.04166667,0.03921569,0.03921569,0.03781513,0.03921569,0.03877005,0.0370844,0.03586171,0.00381264,0,0
100,0.05,6,0.04705882,0.05,0.04705882,0.04705882,0.04537815,0.04705882,0.04652406,0.04450128,0.04303406,0.00457516,0,0
100,0.05,7,0.05490196,0.05833333,0.05490196,0.05490196,0.05294118,0.05490196,0.05427807,0.05191816,0.0502064,0.00533769,0,0
100,0.05,8,0.0627451,0.06666667,0.0627451,0.0627451,0.0605042,0.0627451,0.06203209,0.05933504,0.05737874,0.00610022,0,0
100,0.05,9,0.07058824,0.075,0.07058824,0.07058824,0.06806723,0.07058824,0.0697861,0.06675192,0.06455108,0.00686275,0,0
100,0.05,10,0.07843137,0.08333333,0.07843137,0.07843137,0.07563025,0.07843137,0.07754011,0.0741688,0.07172343,0.00762527,0,0
