S,P,N,a_r0,a_r1,a_r2,a_r3,a_r4,a_r5,a_r6,a_r12,a_r25,a_r50,a_r75,a_r100
6,0.5,6,0.87647059,0.68627451,0.21901961,0,0,0,0,0,0,0,0,0
6,0.5,7,0.91176471,0.73284314,0.24019608,0,0,0,0,0,0,0,0,0
6,0.5,8,0.93823529,0.77058824,0.25921569,0,0,0,0,0,0,0,0,0
6,0.5,9,0.95490196,0.80196078,0.27607843,0,0,0,0,0,0,0,0,0
6,0.5,10,0.96764706,0.82892157,0.29098039,0,0,0,0,0,0,0,0,0
6,0.5,15,0.99313725,0.9122549,0.34352941,0,0,0,0,0,0,0,0,0
6,0.5,20,0.99607843,0.95196078,0.37352941,0,0,0,0,0,0,0,0,0
6,0.5,25,0.99607843,0.97254902,0.39176471,0,0,0,0,0,0,0,0,0
6,0.5,50,0.99607843,0.98970588,0.42392157,0,0,0,0,0,0,0,0,0
6,0.5,75,0.99607843,0.98970588,0.43392157,0,0,0,0,0,0,0,0,0
6,0.5,100,0.99607843,0.98970588,0.43882353,0,0,0,0,0,0,0,0,0
6,0.65,1,0.39901961,0.27401961,0.07490196,0,0,0,0,0,0,0,0,0
6,0.65,2,0.63627451,0.45980392,0.1345098,0,0,0,0,0,0,0,0,0
6,0.65,3,0.77843137,0.58921569,0.18294118,0,0,0,0,0,0,0,0,0
6,0.65,4,0.86470588,0.68186275,0.22254902,0,0,0,0,0,0,0,0,0
6,0.65,5,0.91666667,0.74901961,0.25470588,0,0,0,0,0,0,0,0,0
6,0.65,6,0.94803922,0.7995098,0.28156863,0,0,0,0,0,0,0,0,0
6,0.65,7,0.96764706,0.83872549,0.30352941,0,0,0,0,0,0,0,0,0
6,0.65,8,0.97941176,0.86911765,0.32196078,0,0,0,0,0,0,0,0,0
6,0.65,9,0.9872549,0.89313725,0.33764706,0,0,0,0,0,0,0,0,0
6,0.65,10,0.99117647,0.9122549,0.35098039,0,0,0,0,0,0,0,0,0
6,0.65,15,0.99607843,0.96421569,0.39372549,0,0,0,0,0,0,0,0,0
6,0.65,20,0.99607843,0.98382353,0.4145098,0,0,0,0,0,0,0,0,0
6,0.65,25,0.99607843,0.99264706,0.42647059,0,0,0,0,0,0,0,0,0
6,0.65,50,0.99607843,0.99264706,0.44196078,0,0,0,0,0,0,0,0,0
6,0.65,75,0.99607843,0.99264706,0.44411765,0,0,0,0,0,0,0,0,0
6,0.65,100,0.99607843,0.99264706,0.44411765,0,0,0,0,0,0,0,0,0
6,0.77,1,0.46666667,0.32892157,0.09490196,0,0,0,0,0,0,0,0,0
6,0.77,2,0.7127451,0.53382353,0.16666667,0,0,0,0,0,0,0,0,0
6,0.77,3,0.84411765,0.66617647,0.22176471,0,0,0,0,0,0,0,0,0
6,0.77,4,0.91470588,0.75490196,0.26411765,0,0,0,0,0,0,0,0,0
6,0.77,5,0.95294118,0.81666667,0.2972549,0,0,0,0,0,0,0,0,0
6,0.77,6,0.9745098,0.86078431,0.32392157,0,0,0,0,0,0,0,0,0
6,0.77,7,0.98431373,0.89362745,0.34509804,0,0,0,0,0,0,0,0,0
6,0.77,8,0.99117647,0.91764706,0.36196078,0,0,0,0,0,0,0,0,0
6,0.77,9,0.99509804,0.93578431,0.3754902,0,0,0,0,0,0,0,0,0
6,0.77,10,0.99705882,0.95,0.38686275,0,0,0,0,0,0,0,0,0
6,0.77,15,0.99705882,0.98382353,0.41960784,0,0,0,0,0,0,0,0,0
6,0.77,20,0.99705882,0.99411765,0.43333333,0,0,0,0,0,0,0,0,0
6,0.77,25,0.99705882,0.99460784,0.43921569,0,0,0,0,0,0,0,0,0
6,0.77,50,0.99705882,0.99460784,0.4454902,0,0,0,0,0,0,0,0,0
6,0.77,75,0.99705882,0.99460784,0.4454902,0,0,0,0,0,0,0,0,0
6,0.77,100,0.99705882,0.99460784,0.4454902,0,0,0,0,0,0,0,0,0
6,0.85,1,0.50686275,0.36372549,0.10764706,0,0,0,0,0,0,0,0,0
6,0.85,2,0.75490196,0.57794118,0.18568627,0,0,0,0,0,0,0,0,0
6,0.85,3,0.87647059,0.70931373,0.24352941,0,0,0,0,0,0,0,0,0
6,0.85,4,0.9372549,0.79509804,0.2872549,0,0,0,0,0,0,0,0,0
6,0.85,5,0.96764706,0.85245098,0.32019608,0,0,0,0,0,0,0,0,0
6,0.85,6,0.98333333,0.89166667,0.34588235,0,0,0,0,0,0,0,0,0
6,0.85,7,0.99215686,0.92009804,0.3654902,0,0,0,0,0,0,0,0,0
6,0.85,8,0.99607843,0.94117647,0.38078431,0,0,0,0,0,0,0,0,0
6,0.85,9,0.99803922,0.95588235,0.39294118,0,0,0,0,0,0,0,0,0
6,0.85,10,0.99803922,0.96617647,0.4027451,0,0,0,0,0,0,0,0,0
6,0.85,15,0.99803922,0.99068627,0.42941176,0,0,0,0,0,0,0,0,0
6,0.85,20,0.99803922,0.99558824,0.43921569,0,0,0,0,0,0,0,0,0
6,0.85,25,0.99803922,0.99558824,0.44313725,0,0,0,0,0,0,0,0,0
6,0.85,50,0.99803922,0.99558824,0.44666667,0,0,0,0,0,0,0,0,0
6,0.85,75,0.99803922,0.99558824,0.44666667,0,0,0,0,0,0,0,0,0
6,0.85,100,0.99803922,0.99558824,0.44666667,0,0,0,0,0,0,0,0,0
6,1,1,0.57254902,0.42205882,0.13078431,0.00058824,0,0,0,0,0,0,0,0
6,1,2,0.81470588,0.64803922,0.21960784,0.00117647,0,0,0,0,0,0,0,0
6,1,3,0.91862745,0.7754902,0.28137255,0.00176471,0,0,0,0,0,0,0,0
6,1,4,0.96470588,0.85196078,0.32490196,0.00235294,0,0,0,0,0,0,0,0
6,1,5,0.98431373,0.9,0.35607843,0.00294118,0,0,0,0,0,0,0,0
6,1,6,0.99411765,0.93186275,0.37882353,0.00352941,0,0,0,0,0,0,0,0
6,1,7,0.99803922,0.95294118,0.3954902,0.00411765,0,0,0,0,0,0,0,0
6,1,8,1,0.96715686,0.40764706,0.00470588,0,0,0,0,0,0,0,0
6,1,9,1,0.97696078,0.41705882,0.00529412,0,0,0,0,0,0,0,0
6,1,10,1,0.98333333,0.42411765,0.00588235,0,0,0,0,0,0,0,0
6,1,15,1,0.99705882,0.44156863,0.00882353,0,0,0,0,0,0,0,0
6,1,20,1,0.99754902,0.44568627,0.01078431,0,0,0,0,0,0,0,0
6,1,25,1,0.99754902,0.4472549,0.0127451,0,0,0,0,0,0,0,0
6,1,50,1,0.99754902,0.44764706,0.02254902,0,0,0,0,0,0,0,0
6,1,75,1,0.99754902,0.44764706,0.02882353,0,0,0,0,0,0,0,0
6,1,100,1,0.99754902,0.44764706,0.03372549,0,0,0,0,0,0,0,0
8,0.05,1,0.01372549,0.01127451,0.00627451,0.00215686,0.00028011,0,0,0,0,0,0,0
8,0.05,2,0.02745098,0.02254902,0.01254902,0.00431373,0.00056022,0,0,0,0,0,0,0
8,0.05,3,0.04117647,0.03382353,0.01882353,0.00647059,0.00084034,0,0,0,0,0,0,0
8,0.05,4,0.05490196,0.04509804,0.02509804,0.00862745,0.00112045,0,0,0,0,0,0,0
8,0.05,5,0.06862745,0.05637255,0.03137255,0.01078431,0.00140056,0,0,0,0,0,0,0
8,0.05,6,0.08235294,0.06764706,0.03764706,0.01294118,0.00168067,0,0,0,0,0,0,0
8,0.05,7,0.09607843,0.07843137,0.04392157,0.01509804,0.00196078,0,0,0,0,0,0,0
8,0.05,8,0.10980392,0.08921569,0.05019608,0.0172549,0.0022409,0,0,0,0,0,0,0
8,0.05,9,0.12156863,0.1,0.05647059,0.01941176,0.00252101,0,0,0,0,0,0,0
8,0.05,10,0.13333333,0.11078431,0.0627451,0.02156863,0.00280112,0,0,0,0,0,0,0
8,0.05,15,0.19215686,0.16470588,0.09411765,0.03235294,0.00420168,0,0,0,0,0,0,0
8,0.05,20,0.24117647,0.20784314,0.12352941,0.04313725,0.00560224,0,0,0,0,0,0,0
8,0.05,25,0.29019608,0.2495098,0.15294118,0.05392157,0.0070028,0,0,0,0,0,0,0
8,0.05,50,0.49607843,0.42401961,0.26470588,0.10078431,0.0140056,0,0,0,0,0,0,0
8,0.05,75,0.62941176,0.54068627,0.35568627,0.14490196,0.0210084,0,0,0,0,0,0,0
8,0.05,100,0.72745098,0.63872549,0.44392157,0.18901961,0.0280112,0,0,0,0,0,0,0
8,0.1,1,0.03137255,0.0254902,0.01333333,0.0045098,0.00042017,0,0,0,0,0,0,0
8,0.1,2,0.0627451,0.05098039,0.02666667,0.00901961,0.00084034,0,0,0,0,0,0,0
8,0.1,3,0.09215686,0.0754902,0.04,0.01352941,0.0012605,0,0,0,0,0,0,0
8,0.1,4,0.11960784,0.0995098,0.05313725,0.01803922,0.00168067,0,0,0,0,0,0,0
8,0.1,5,0.14705882,0.12254902,0.06607843,0.02254902,0.00210084,0,0,0,0,0,0,0
8,0.1,6,0.1745098,0.14509804,0.07901961,0.02705882,0.00252101,0,0,0,0,0,0,0
8,0.1,7,0.2,0.16617647,0.09098039,0.03156863,0.00294118,0,0,0,0,0,0,0
8,0.1,8,0.2254902,0.18676471,0.10294118,0.03607843,0.00336134,0,0,0,0,0,0,0
8,0.1,9,0.25098039,0.20686275,0.11470588,0.04058824,0.00378151,0,0,0,0,0,0,0
8,0.1,10,0.27254902,0.22647059,0.12627451,0.04509804,0.00420168,0,0,0,0,0,0,0
8,0.1,15,0.37843137,0.31813725,0.18352941,0.06764706,0.00630252,0,0,0,0,0,0,0
8,0.1,20,0.46862745,0.39852941,0.23078431,0.08431373,0.00840336,0,0,0,0,0,0,0
8,0.1,25,0.54705882,0.46764706,0.2745098,0.10098039,0.0105042,0,0,0,0,0,0,0
8,0.1,50,0.79215686,0.70686275,0.4545098,0.1772549,0.01848739,0,0,0,0,0,0,0
8,0.1,75,0.90196078,0.83088235,0.56705882,0.22960784,0.0254902,0,0,0,0,0,0,0
8,0.1,100,0.9372549,0.90441176,0.65352941,0.27372549,0.032493,0,0,0,0,0,0,0
8,0.25,1,0.1,0.07892157,0.03862745,0.01039216,0.00070028,0,0,0,0,0,0,0
8,0.25,2,0.18921569,0.1504902,0.07568627,0.02078431,0.00140056,0,0,0,0,0,0,0
8,0.25,3,0.26960784,0.21666667,0.10980392,0.03078431,0.00210084,0,0,0,0,0,0,0
8,0.25,4,0.34215686,0.27794118,0.14294118,0.04039216,0.00280112,0,0,0,0,0,0,0
8,0.25,5,0.40686275,0.33284314,0.1745098,0.04960784,0.0035014,0,0,0,0,0,0,0
8,0.25,6,0.46470588,0.38382353,0.20490196,0.05862745,0.00420168,0,0,0,0,0,0,0
8,0.25,7,0.51764706,0.42990196,0.2327451,0.06745098,0.00490196,0,0,0,0,0,0,0
8,0.25,8,0.56568627,0.47254902,0.25941176,0.07607843,0.00560224,0,0,0,0,0,0,0
8,0.25,9,0.60882353,0.5122549,0.28490196,0.08431373,0.00630252,0,0,0,0,0,0,0
8,0.25,10,0.64803922,0.54901961,0.30862745,0.09215686,0.0070028,0,0,0,0,0,0,0
8,0.25,15,0.79019608,0.69068627,0.4127451,0.12882353,0.0105042,0,0,0,0,0,0,0
8,0.25,20,0.8754902,0.78529412,0.49607843,0.16098039,0.01330532,0,0,0,0,0,0,0
8,0.25,25,0.9254902,0.8495098,0.56137255,0.18960784,0.01610644,0,0,0,0,0,0,0
8,0.25,50,0.98235294,0.96519608,0.74137255,0.28470588,0.02759104,0,0,0,0,0,0,0
8,0.25,75,0.98235294,0.975,0.80607843,0.33372549,0.03557423,0,0,0,0,0,0,0
8,0.25,100,0.98235294,0.975,0.82901961,0.36137255,0.04257703,0,0,0,0,0,0,0
8,0.5,1,0.25588235,0.20833333,0.10392157,0.02705882,0.0012605,0,0,0,0,0,0,0
8,0.5,2,0.44509804,0.36960784,0.19352941,0.05215686,0.00252101,0,0,0,0,0,0,0
8,0.5,3,0.58627451,0.49754902,0.27039216,0.07529412,0.00378151,0,0,0,0,0,0,0
8,0.5,4,0.69117647,0.59754902,0.33705882,0.09686275,0.00504202,0,0,0,0,0,0,0
8,0.5,5,0.76960784,0.6754902,0.39470588,0.11666667,0.00630252,0,0,0,0,0,0,0
8,0.5,6,0.82745098,0.7372549,0.44529412,0.13529412,0.00756303,0,0,0,0,0,0,0
8,0.5,7,0.87058824,0.78676471,0.48882353,0.1527451,0.00868347,0,0,0,0,0,0,0
8,0.5,8,0.90392157,0.82696078,0.52745098,0.16862745,0.00980392,0,0,0,0,0,0,0
8,0.5,9,0.92843137,0.85833333,0.56176471,0.18352941,0.01078431,0,0,0,0,0,0,0
8,0.5,10,0.94607843,0.88431373,0.59176471,0.1972549,0.01176471,0,0,0,0,0,0,0
8,0.5,15,0.9872549,0.95686275,0.69980392,0.2527451,0.01666667,0,0,0,0,0,0,0
8,0.5,20,0.99411765,0.98186275,0.76254902,0.29254902,0.02128852,0,0,0,0,0,0,0
8,0.5,25,0.99411765,0.99117647,0.80156863,0.32058824,0.0254902,0,0,0,0,0,0,0
8,0.5,50,0.99411765,0.99166667,0.86607843,0.37784314,0.04159664,0,0,0,0,0,0,0
8,0.5,75,0.99411765,0.99166667,0.87764706,0.38627451,0.05154062,0,0,0,0,0,0,0
8,0.5,100,0.99411765,0.99166667,0.88078431,0.38803922,0.05854342,0,0,0,0,0,0,0
8,0.65,1,0.3627451,0.30098039,0.15882353,0.04235294,0.00210084,0,0,0,0,0,0,0
8,0.65,2,0.59313725,0.50686275,0.28411765,0.08,0.00420168,0,0,0,0,0,0,0
8,0.65,3,0.74019608,0.64901961,0.38490196,0.11333333,0.00616246,0,0,0,0,0,0,0
8,0.65,4,0.83333333,0.74803922,0.46647059,0.14254902,0.00798319,0,0,0,0,0,0,0
8,0.65,5,0.89313725,0.81813725,0.53254902,0.16882353,0.00980392,0,0,0,0,0,0,0
8,0.65,6,0.93137255,0.86764706,0.58666667,0.19215686,0.01162465,0,0,0,0,0,0,0
8,0.65,7,0.95588235,0.90392157,0.63117647,0.21254902,0.01344538,0,0,0,0,0,0,0
8,0.65,8,0.97156863,0.92990196,0.66862745,0.23098039,0.01512605,0,0,0,0,0,0,0
8,0.65,9,0.98137255,0.94852941,0.69960784,0.24745098,0.01680672,0,0,0,0,0,0,0
8,0.65,10,0.9872549,0.9622549,0.72607843,0.26235294,0.01834734,0,0,0,0,0,0,0
8,0.65,15,0.99607843,0.98970588,0.81156863,0.31568627,0.02563025,0,0,0,0,0,0,0
8,0.65,20,0.99607843,0.99411765,0.85333333,0.34705882,0.03193277,0,0,0,0,0,0,0
8,0.65,25,0.99607843,0.99411765,0.87705882,0.36529412,0.03753501,0,0,0,0,0,0,0
8,0.65,50,0.99607843,0.99411765,0.91313725,0.38960784,0.05504202,0,0,0,0,0,0,0
8,0.65,75,0.99607843,0.99411765,0.92254902,0.39235294,0.06330532,0,0,0,0,0,0,0
8,0.65,100,0.99607843,0.99411765,0.92745098,0.39235294,0.06680672,0,0,0,0,0,0,0
8,0.77,1,0.44705882,0.37745098,0.20980392,0.05803922,0.0035014,0,0,0,0,0,0,0
8,0.77,2,0.69313725,0.60686275,0.36431373,0.1072549,0.00672269,0,0,0,0,0,0,0
8,0.77,3,0.82941176,0.74852941,0.47921569,0.14882353,0.00994398,0,0,0,0,0,0,0
8,0.77,4,0.90490196,0.8372549,0.56627451,0.18392157,0.01288515,0,0,0,0,0,0,0
8,0.77,5,0.94705882,0.89362745,0.63313725,0.21372549,0.01582633,0,0,0,0,0,0,0
8,0.77,6,0.96862745,0.92990196,0.68529412,0.23901961,0.01848739,0,0,0,0,0,0,0
8,0.77,7,0.98235294,0.95343137,0.72607843,0.26039216,0.0210084,0,0,0,0,0,0,0
8,0.77,8,0.98921569,0.96911765,0.75921569,0.27901961,0.02352941,0,0,0,0,0,0,0
8,0.77,9,0.99411765,0.97941176,0.78588235,0.29470588,0.02591036,0,0,0,0,0,0,0
8,0.77,10,0.99607843,0.98578431,0.80784314,0.30823529,0.02815126,0,0,0,0,0,0,0
8,0.77,15,0.99607843,0.99607843,0.87137255,0.35254902,0.03767507,0,0,0,0,0,0,0
8,0.77,20,0.99607843,0.99607843,0.9,0.3745098,0.0452381,0,0,0,0,0,0,0
8,0.77,25,0.99607843,0.99607843,0.9145098,0.38509804,0.05112045,0,0,0,0,0,0,0
8,0.77,50,0.99607843,0.99607843,0.9354902,0.39490196,0.06526611,0,0,0,0,0,0,0
8,0.77,75,0.99607843,0.99607843,0.94,0.39490196,0.06876751,0,0,0,0,0,0,0
8,0.77,100,0.99607843,0.99607843,0.94,0.39490196,0.06876751,0,0,0,0,0,0,0
8,0.85,1,0.50196078,0.42941176,0.24588235,0.07,0.00462185,0,0,0,0,0,0,0
8,0.85,2,0.75098039,0.66862745,0.41686275,0.12686275,0.00896359,0,0,0,0,0,0,0
8,0.85,3,0.8754902,0.80490196,0.53882353,0.17333333,0.01302521,0,0,0,0,0,0,0
8,0.85,4,0.9372549,0.88333333,0.62745098,0.21156863,0.01680672,0,0,0,0,0,0,0
8,0.85,5,0.96862745,0.92892157,0.69235294,0.24254902,0.02030812,0,0,0,0,0,0,0
8,0.85,6,0.98431373,0.95588235,0.74098039,0.26803922,0.02366947,0,0,0,0,0,0,0
8,0.85,7,0.99215686,0.97254902,0.77803922,0.28921569,0.0267507,0,0,0,0,0,0,0
8,0.85,8,0.99607843,0.98284314,0.80686275,0.30666667,0.02955182,0,0,0,0,0,0,0
8,0.85,9,0.99803922,0.98970588,0.82960784,0.32098039,0.03235294,0,0,0,0,0,0,0
8,0.85,10,0.99803922,0.99264706,0.8472549,0.33313725,0.03487395,0,0,0,0,0,0,0
8,0.85,15,0.99803922,0.99705882,0.89784314,0.36921569,0.04509804,0,0,0,0,0,0,0
8,0.85,20,0.99803922,0.99705882,0.91823529,0.3845098,0.05266106,0,0,0,0,0,0,0
8,0.85,25,0.99803922,0.99705882,0.92823529,0.39156863,0.05784314,0,0,0,0,0,0,0
8,0.85,50,0.99803922,0.99705882,0.94137255,0.39568627,0.06904762,0,0,0,0,0,0,0
8,0.85,75,0.99803922,0.99705882,0.94235294,0.39568627,0.06946779,0,0,0,0,0,0,0
8,0.85,100,0.99803922,0.99705882,0.94235294,0.39568627,0.06946779,0,0,0,0,0,0,0
8,1,1,0.59901961,0.52205882,0.31941176,0.0954902,0.00728291,0,0,0,0,0,0,0
8,1,2,0.83921569,0.76568627,0.5172549,0.16745098,0.01372549,0,0,0,0,0,0,0
8,1,3,0.93529412,0.88235294,0.64431373,0.22156863,0.01960784,0,0,0,0,0,0,0
8,1,4,0.97352941,0.93970588,0.72823529,0.26294118,0.02492997,0,0,0,0,0,0,0
8,1,5,0.99019608,0.96813725,0.78509804,0.29431373,0.02969188,0,0,0,0,0,0,0
8,1,6,0.99607843,0.98333333,0.82490196,0.31843137,0.03389356,0,0,0,0,0,0,0
8,1,7,0.99901961,0.99117647,0.85352941,0.3372549,0.03781513,0,0,0,0,0,0,0
8,1,8,1,0.99558824,0.87529412,0.35215686,0.04117647,0,0,0,0,0,0,0
8,1,9,1,0.99754902,0.89137255,0.36333333,0.0442577,0,0,0,0,0,0,0
8,1,10,1,0.99803922,0.90313725,0.37254902,0.04705882,0,0,0,0,0,0,0
8,1,15,1,0.99803922,0.93509804,0.39745098,0.05714286,0,0,0,0,0,0,0
8,1,20,1,0.99803922,0.94647059,0.40529412,0.06302521,0,0,0,0,0,0,0
8,1,25,1,0.99803922,0.95254902,0.40882353,0.06638655,0,0,0,0,0,0,0
8,1,50,1,0.99803922,0.96137255,0.41980392,0.07030812,0,0,0,0,0,0,0
8,1,75,1,0.99803922,0.96627451,0.42607843,0.07030812,0,0,0,0,0,0,0
8,1,100,1,0.99803922,0.97117647,0.43098039,0.07030812,0,0,0,0,0,0,0
10,0.05,1,0.01176471,0.00980392,0.00745098,0.00509804,0.00196078,0.0002451,0,0,0,0,0,0
10,0.05,2,0.02352941,0.01960784,0.01490196,0.01019608,0.00392157,0.0004902,0,0,0,0,0,0
10,0.05,3,0.03529412,0.02941176,0.02235294,0.01529412,0.00588235,0.00073529,0,0,0,0,0,0
10,0.05,4,0.04705882,0.03921569,0.02980392,0.02039216,0.00784314,0.00098039,0,0,0,0,0,0
10,0.05,5,0.05882353,0.04901961,0.0372549,0.0254902,0.00980392,0.00122549,0,0,0,0,0,0
10,0.05,6,0.07058824,0.05882353,0.04470588,0.03058824,0.01176471,0.00147059,0,0,0,0,0,0
10,0.05,7,0.08235294,0.06862745,0.05215686,0.03568627,0.01372549,0.00171569,0,0,0,0,0,0
10,0.05,8,0.09411765,0.07843137,0.05960784,0.04078431,0.01568627,0.00196078,0,0,0,0,0,0
10,0.05,9,0.10588235,0.0877451,0.06705882,0.04588235,0.01764706,0.00220588,0,0,0,0,0,0
10,0.05,10,0.11764706,0.09705882,0.0745098,0.05098039,0.01960784,0.00245098,0,0,0,0,0,0
10,0.05,15,0.17647059,0.14362745,0.11176471,0.07647059,0.02941176,0.00367647,0,0,0,0,0,0
10,0.05,20,0.21568627,0.18529412,0.14705882,0.10196078,0.03921569,0.00490196,0,0,0,0,0,0
10,0.05,25,0.25490196,0.22696078,0.18235294,0.12745098,0.04901961,0.00612745,0,0,0,0,0,0
10,0.05,50,0.45098039,0.38137255,0.30941176,0.22666667,0.09551821,0.0122549,0,0,0,0,0,0
10,0.05,75,0.57647059,0.49166667,0.41019608,0.31490196,0.14103641,0.01838235,0,0,0,0,0,0
10,0.05,100,0.6745098,0.58970588,0.50823529,0.40313725,0.18655462,0.0245098,0,0,0,0,0,0
10,0.1,1,0.0254902,0.02156863,0.01568627,0.00980392,0.0035014,0.0002451,0,0,0,0,0,0
10,0.1,2,0.05098039,0.04313725,0.03137255,0.01960784,0.0070028,0.0004902,0,0,0,0,0,0
10,0.1,3,0.07647059,0.06421569,0.04705882,0.02941176,0.0105042,0.00073529,0,0,0,0,0,0
10,0.1,4,0.1,0.08529412,0.0627451,0.03921569,0.0140056,0.00098039,0,0,0,0,0,0
10,0.1,5,0.12156863,0.10539216,0.07803922,0.04901961,0.017507,0.00122549,0,0,0,0,0,0
10,0.1,6,0.14313725,0.1254902,0.09333333,0.05882353,0.0210084,0.00147059,0,0,0,0,0,0
10,0.1,7,0.16470588,0.14362745,0.10764706,0.06862745,0.0245098,0.00171569,0,0,0,0,0,0
10,0.1,8,0.18627451,0.16127451,0.12196078,0.07843137,0.0280112,0.00196078,0,0,0,0,0,0
10,0.1,9,0.20784314,0.17843137,0.13490196,0.08705882,0.03151261,0.00220588,0,0,0,0,0,0
10,0.1,10,0.22745098,0.19558824,0.14784314,0.09568627,0.03501401,0.00245098,0,0,0,0,0,0
10,0.1,15,0.31960784,0.27696078,0.21137255,0.13882353,0.05252101,0.00367647,0,0,0,0,0,0
10,0.1,20,0.4,0.35098039,0.26921569,0.17901961,0.06862745,0.00490196,0,0,0,0,0,0
10,0.1,25,0.4745098,0.41519608,0.32333333,0.21921569,0.08473389,0.00612745,0,0,0,0,0,0
10,0.1,50,0.71764706,0.65147059,0.53019608,0.36843137,0.14509804,0.0122549,0,0,0,0,0,0
10,0.1,75,0.84313725,0.78382353,0.66039216,0.47372549,0.19257703,0.01838235,0,0,0,0,0,0
10,0.1,100,0.92352941,0.87401961,0.75843137,0.56196078,0.23809524,0.0245098,0,0,0,0,0,0
10,0.25,1,0.08333333,0.07303922,0.04803922,0.02647059,0.00826331,0.00036765,0,0,0,0,0,0
10,0.25,2,0.15980392,0.14019608,0.09411765,0.05254902,0.01652661,0.00073529,0,0,0,0,0,0
10,0.25,3,0.23039216,0.20294118,0.13705882,0.0772549,0.0245098,0.00110294,0,0,0,0,0,0
10,0.25,4,0.29411765,0.26078431,0.17843137,0.10137255,0.032493,0.00147059,0,0,0,0,0,0
10,0.25,5,0.35196078,0.31421569,0.21745098,0.12490196,0.04019608,0.00183824,0,0,0,0,0,0
10,0.25,6,0.40490196,0.36372549,0.2545098,0.14784314,0.04789916,0.00220588,0,0,0,0,0,0
10,0.25,7,0.45392157,0.40980392,0.28823529,0.16901961,0.05504202,0.00257353,0,0,0,0,0,0
10,0.25,8,0.49901961,0.45147059,0.32117647,0.19,0.06204482,0.00294118,0,0,0,0,0,0
10,0.25,9,0.54117647,0.49117647,0.3527451,0.20980392,0.06876751,0.00330882,0,0,0,0,0,0
10,0.25,10,0.57941176,0.52794118,0.38176471,0.22843137,0.07535014,0.00367647,0,0,0,0,0,0
10,0.25,15,0.7254902,0.67107843,0.50823529,0.31529412,0.10686275,0.00551471,0,0,0,0,0,0
10,0.25,20,0.82156863,0.77107843,0.6072549,0.38960784,0.1359944,0.00735294,0,0,0,0,0,0
10,0.25,25,0.88235294,0.83921569,0.68352941,0.45235294,0.16204482,0.00919118,0,0,0,0,0,0
10,0.25,50,0.97745098,0.96764706,0.88039216,0.65607843,0.25462185,0.01617647,0,0,0,0,0,0
10,0.25,75,0.97745098,0.97401961,0.93784314,0.75294118,0.31008403,0.02230392,0,0,0,0,0,0
10,0.25,100,0.97745098,0.97401961,0.95117647,0.79784314,0.35014006,0.02843137,0,0,0,0,0,0
10,0.5,1,0.2245098,0.2,0.13607843,0.0727451,0.02016807,0.00036765,0,0,0,0,0,0
10,0.5,2,0.39803922,0.35882353,0.25176471,0.13843137,0.03907563,0.00073529,0,0,0,0,0,0
10,0.5,3,0.53235294,0.48627451,0.35039216,0.19803922,0.0570028,0.00110294,0,0,0,0,0,0
10,0.5,4,0.6372549,0.5872549,0.43470588,0.25215686,0.07394958,0.00147059,0,0,0,0,0,0
10,0.5,5,0.71862745,0.66715686,0.50666667,0.30137255,0.09019608,0.00183824,0,0,0,0,0,0
10,0.5,6,0.78137255,0.73137255,0.56882353,0.34529412,0.10518207,0.00220588,0,0,0,0,0,0
10,0.5,7,0.83039216,0.78284314,0.62156863,0.38529412,0.11904762,0.00257353,0,0,0,0,0,0
10,0.5,8,0.86862745,0.8245098,0.66784314,0.42235294,0.13263305,0.00294118,0,0,0,0,0,0
10,0.5,9,0.89705882,0.85784314,0.70784314,0.45607843,0.14537815,0.00330882,0,0,0,0,0,0
10,0.5,10,0.92058824,0.88529412,0.74235294,0.48686275,0.15728291,0.00367647,0,0,0,0,0,0
10,0.5,15,0.97843137,0.95931373,0.85843137,0.60588235,0.20784314,0.00551471,0,0,0,0,0,0
10,0.5,20,0.99215686,0.98382353,0.91803922,0.68490196,0.24663866,0.00735294,0,0,0,0,0,0
10,0.5,25,0.99313725,0.99215686,0.95,0.73862745,0.2767507,0.00919118,0,0,0,0,0,0
10,0.5,50,0.99313725,0.99215686,0.98411765,0.8454902,0.35518207,0.01617647,0,0,0,0,0,0
10,0.5,75,0.99313725,0.99215686,0.98607843,0.86941176,0.38263305,0.02230392,0,0,0,0,0,0
10,0.5,100,0.99313725,0.99215686,0.98607843,0.87431373,0.39313725,0.02843137,0,0,0,0,0,0
10,0.65,1,0.33235294,0.2995098,0.21196078,0.11647059,0.03333333,0.00098039,0,0,0,0,0,0
10,0.65,2,0.55294118,0.50686275,0.37568627,0.21568627,0.06372549,0.00196078,0,0,0,0,0,0
10,0.65,3,0.70196078,0.65294118,0.50254902,0.29960784,0.09103641,0.00294118,0,0,0,0,0,0
10,0.65,4,0.8,0.75441176,0.60156863,0.37137255,0.11582633,0.00392157,0,0,0,0,0,0
10,0.65,5,0.86568627,0.8254902,0.67862745,0.43333333,0.13809524,0.00490196,0,0,0,0,0,0
10,0.65,6,0.90980392,0.875,0.74,0.48686275,0.15882353,0.00588235,0,0,0,0,0,0
10,0.65,7,0.93921569,0.91127451,0.78823529,0.53235294,0.17745098,0.0067402,0,0,0,0,0,0
10,0.65,8,0.95980392,0.9372549,0.82627451,0.57176471,0.19453782,0.00759804,0,0,0,0,0,0
10,0.65,9,0.97254902,0.95441176,0.8572549,0.60666667,0.21064426,0.00845588,0,0,0,0,0,0
