p_header, p_value, plateau_index, start_r_px, end_r_px, start_r_norm, end_r_norm, tread_px, level_eff01, riser_to_next01, delta_tread_to_prev, tread_ratio_to_prev, log2_tread_ratio_to_prev
0_7     ,     0.7,            46,       6153,     6216,      76.9125,    77.7   ,       64, 0.290909094,     0.009090914, -1                 ,          0.98461538, -0.02236781
0_7     ,     0.7,            47,       6217,     6279,      77.7125,    78.4875,       63, 0.28181818 ,     0.009090907, -1                 ,          0.984375  , -0.02272008
0_7     ,     0.7,            48,       6280,     6342,      78.5   ,    79.275 ,       63, 0.272727273,     0.009090907, 0                  ,          1         , 0
0_7     ,     0.7,            49,       6343,     6404,      79.2875,    80.05  ,       62, 0.263636366,     0.009090914, -1                 ,          0.98412698, -0.02308361
0_7     ,     0.7,            50,       6405,     6467,      80.0625,    80.8375,       63, 0.254545452,     0.009090907, 1                  ,          1.01612903, 0.02308361
0_7     ,     0.7,            51,       6468,     6528,      80.85  ,    81.6   ,       61, 0.245454545,     0.009090907, -2                 ,          0.96825397, -0.04654259
0_7     ,     0.7,            52,       6529,     6589,      81.6125,    82.3625,       61, 0.236363638,     0.009090914, 0                  ,          1         , 0
0_7     ,     0.7,            53,       6590,     6650,      82.375 ,    83.125 ,       61, 0.227272724,     0.009090907, 0                  ,          1         , 0
0_7     ,     0.7,            54,       6651,     6711,      83.1375,    83.8875,       61, 0.218181817,     0.009090907, 0                  ,          1         , 0
0_7     ,     0.7,            55,       6712,     6771,      83.9   ,    84.6375,       60, 0.20909091 ,     0.009090907, -1                 ,          0.98360656, -0.02384674
0_7     ,     0.7,            56,       6772,     6831,      84.65  ,    85.3875,       60, 0.200000003,     0.009090914, 0                  ,          1         , 0
0_7     ,     0.7,            57,       6832,     6890,      85.4   ,    86.125 ,       59, 0.190909089,     0.009090907, -1                 ,          0.98333333, -0.02424755
0_7     ,     0.7,            58,       6891,     6950,      86.1375,    86.875 ,       60, 0.181818182,     0.009090907, 1                  ,          1.01694915, 0.02424755
0_7     ,     0.7,            59,       6951,     7008,      86.8875,    87.6   ,       58, 0.172727275,     0.009090914, -2                 ,          0.96666667, -0.0489096
0_7     ,     0.7,            60,       7009,     7067,      87.6125,    88.3375,       59, 0.163636361,     0.009090907, 1                  ,          1.01724138, 0.02466205
0_7     ,     0.7,            61,       7068,     7125,      88.35  ,    89.0625,       58, 0.154545454,     0.009090907, -1                 ,          0.98305085, -0.02466205
0_7     ,     0.7,            62,       7126,     7183,      89.075 ,    89.7875,       58, 0.145454547,     0.009090914, 0                  ,          1         , 0
0_7     ,     0.7,            63,       7184,     7241,      89.8   ,    90.5125,       58, 0.136363633,     0.009090907, 0                  ,          1         , 0
0_7     ,     0.7,            64,       7242,     7298,      90.525 ,    91.225 ,       57, 0.127272726,     0.009090907, -1                 ,          0.98275862, -0.02509098
0_7     ,     0.7,            65,       7299,     7355,      91.2375,    91.9375,       57, 0.118181819,     0.009090907, 0                  ,          1         , 0
0_7     ,     0.7,            66,       7356,     7412,      91.95  ,    92.65  ,       57, 0.109090912,     0.009090914, 0                  ,          1         , 0
0_7     ,     0.7,            67,       7413,     7469,      92.6625,    93.3625,       57, 0.099999998,     0.009090907, 0                  ,          1         , 0
0_7     ,     0.7,            68,       7470,     7525,      93.375 ,    94.0625,       56, 0.090909091,     0.009090907, -1                 ,          0.98245614, -0.02553509
0_7     ,     0.7,            69,       7526,     7581,      94.075 ,    94.7625,       56, 0.081818184,     0.009090914, 0                  ,          1         , 0
0_7     ,     0.7,            70,       7582,     7637,      94.775 ,    95.4625,       56, 0.07272727 ,     0.009090907, 0                  ,          1         , 0
0_7     ,     0.7,            71,       7638,     7693,      95.475 ,    96.1625,       56, 0.063636363,     0.009090907, 0                  ,          1         , 0
0_7     ,     0.7,            72,       7694,     7748,      96.175 ,    96.85  ,       55, 0.054545456,     0.009090914, -1                 ,          0.98214286, -0.02599521
0_7     ,     0.7,            73,       7749,     7804,      96.8625,    97.55  ,       56, 0.045454542,     0.009090907, 1                  ,          1.01818182, 0.02599521
0_7     ,     0.7,            74,       7805,     7859,      97.5625,    98.2375,       55, 0.036363635,     0.009090907, -1                 ,          0.98214286, -0.02599521
0_7     ,     0.7,            75,       7860,     7913,      98.25  ,    98.9125,       54, 0.027272728,     0.009090907, -1                 ,          0.98181818, -0.02647221
0_7     ,     0.7,            76,       7914,     7968,      98.925 ,    99.6   ,       55, 0.018181821,     0.009090914, 1                  ,          1.01851852, 0.02647221
0_7     ,     0.7,            77,       7969,     8000,      99.6125,   100     ,       32, 0.009090907,                , -23                ,          0.58181818, -0.78135971
0_8     ,     0.8,             1,          0,      122,       0     ,     1.525 ,      123, 0.8        ,     0.008      ,                    ,                    , 
0_8     ,     0.8,             2,        123,      420,       1.5375,     5.25  ,      298, 0.792      ,     0.008      , 175                ,          2.42276423, 1.27665402
0_8     ,     0.8,             3,        421,      716,       5.2625,     8.95  ,      296, 0.784      ,     0.008      , -2                 ,          0.99328859, -0.00971515
0_8     ,     0.8,             4,        717,     1012,       8.9625,    12.65  ,      296, 0.776      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,             5,       1013,     1306,      12.6625,    16.325 ,      294, 0.768      ,     0.008      , -2                 ,          0.99324324, -0.00978102
0_8     ,     0.8,             6,       1307,     1598,      16.3375,    19.975 ,      292, 0.76       ,     0.008      , -2                 ,          0.99319728, -0.00984779
0_8     ,     0.8,             7,       1599,     1890,      19.9875,    23.625 ,      292, 0.752      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,             8,       1891,     2180,      23.6375,    27.25  ,      290, 0.744      ,     0.008      , -2                 ,          0.99315068, -0.00991547
0_8     ,     0.8,             9,       2181,     2468,      27.2625,    30.85  ,      288, 0.736      ,     0.008      , -2                 ,          0.99310345, -0.00998409
0_8     ,     0.8,            10,       2469,     2756,      30.8625,    34.45  ,      288, 0.728      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            11,       2757,     3011,      34.4625,    37.6375,      255, 0.72       ,     0.008      , -33                ,          0.88541667, -0.17557156
0_8     ,     0.8,            12,       3012,     3094,      37.65  ,    38.675 ,       83, 0.712      ,     0.008      , -172               ,          0.3254902 , -1.61931401
0_8     ,     0.8,            13,       3095,     3177,      38.6875,    39.7125,       83, 0.704      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            14,       3178,     3259,      39.725 ,    40.7375,       82, 0.696      ,     0.008      , -1                 ,          0.98795181, -0.01748743
0_8     ,     0.8,            15,       3260,     3340,      40.75  ,    41.75  ,       81, 0.688      ,     0.008      , -1                 ,          0.98780488, -0.017702
0_8     ,     0.8,            16,       3341,     3421,      41.7625,    42.7625,       81, 0.68       ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            17,       3422,     3502,      42.775 ,    43.775 ,       81, 0.672      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            18,       3503,     3582,      43.7875,    44.775 ,       80, 0.664      ,     0.008      , -1                 ,          0.98765432, -0.01792191
0_8     ,     0.8,            19,       3583,     3662,      44.7875,    45.775 ,       80, 0.656      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            20,       3663,     3741,      45.7875,    46.7625,       79, 0.648      ,     0.008      , -1                 ,          0.9875    , -0.01814735
0_8     ,     0.8,            21,       3742,     3820,      46.775 ,    47.75  ,       79, 0.64       ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            22,       3821,     3899,      47.7625,    48.7375,       79, 0.632      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            23,       3900,     3977,      48.75  ,    49.7125,       78, 0.624      ,     0.008      , -1                 ,          0.98734177, -0.01837853
0_8     ,     0.8,            24,       3978,     4054,      49.725 ,    50.675 ,       77, 0.616      ,     0.008      , -1                 ,          0.98717949, -0.01861568
0_8     ,     0.8,            25,       4055,     4131,      50.6875,    51.6375,       77, 0.608      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            26,       4132,     4208,      51.65  ,    52.6   ,       77, 0.6        ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            27,       4209,     4284,      52.6125,    53.55  ,       76, 0.592      ,     0.008      , -1                 ,          0.98701299, -0.01885903
0_8     ,     0.8,            28,       4285,     4360,      53.5625,    54.5   ,       76, 0.584      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            29,       4361,     4436,      54.5125,    55.45  ,       76, 0.576      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            30,       4437,     4510,      55.4625,    56.375 ,       74, 0.568      ,     0.008      , -2                 ,          0.97368421, -0.03847415
0_8     ,     0.8,            31,       4511,     4583,      56.3875,    57.2875,       73, 0.56       ,     0.008      , -1                 ,          0.98648649, -0.01962881
0_8     ,     0.8,            32,       4584,     4654,      57.3   ,    58.175 ,       71, 0.552      ,     0.008      , -2                 ,          0.97260274, -0.04007744
0_8     ,     0.8,            33,       4655,     4725,      58.1875,    59.0625,       71, 0.544      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            34,       4726,     4794,      59.075 ,    59.925 ,       69, 0.536      ,     0.008      , -2                 ,          0.97183099, -0.04122266
0_8     ,     0.8,            35,       4795,     4862,      59.9375,    60.775 ,       68, 0.528      ,     0.008      , -1                 ,          0.98550725, -0.02106162
0_8     ,     0.8,            36,       4863,     4929,      60.7875,    61.6125,       67, 0.52       ,     0.008      , -1                 ,          0.98529412, -0.02137365
0_8     ,     0.8,            37,       4930,     4995,      61.625 ,    62.4375,       66, 0.512      ,     0.008      , -1                 ,          0.98507463, -0.02169507
0_8     ,     0.8,            38,       4996,     5060,      62.45  ,    63.25  ,       65, 0.504      ,     0.008      , -1                 ,          0.98484848, -0.02202631
0_8     ,     0.8,            39,       5061,     5124,      63.2625,    64.05  ,       64, 0.496      ,     0.008      , -1                 ,          0.98461538, -0.02236781
0_8     ,     0.8,            40,       5125,     5187,      64.0625,    64.8375,       63, 0.488      ,     0.008      , -1                 ,          0.984375  , -0.02272008
0_8     ,     0.8,            41,       5188,     5250,      64.85  ,    65.625 ,       63, 0.48       ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            42,       5251,     5312,      65.6375,    66.4   ,       62, 0.472      ,     0.008      , -1                 ,          0.98412698, -0.02308361
0_8     ,     0.8,            43,       5313,     5373,      66.4125,    67.1625,       61, 0.464      ,     0.008      , -1                 ,          0.98387097, -0.02345897
0_8     ,     0.8,            44,       5374,     5433,      67.175 ,    67.9125,       60, 0.456      ,     0.008      , -1                 ,          0.98360656, -0.02384674
0_8     ,     0.8,            45,       5434,     5492,      67.925 ,    68.65  ,       59, 0.448      ,     0.008      , -1                 ,          0.98333333, -0.02424755
0_8     ,     0.8,            46,       5493,     5551,      68.6625,    69.3875,       59, 0.44       ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            47,       5552,     5609,      69.4   ,    70.1125,       58, 0.432      ,     0.008      , -1                 ,          0.98305085, -0.02466205
0_8     ,     0.8,            48,       5610,     5664,      70.125 ,    70.8   ,       55, 0.424      ,     0.008      , -3                 ,          0.94827586, -0.07662128
0_8     ,     0.8,            49,       5665,     5714,      70.8125,    71.425 ,       50, 0.416      ,     0.008      , -5                 ,          0.90909091, -0.13750352
0_8     ,     0.8,            50,       5715,     5765,      71.4375,    72.0625,       51, 0.408      ,     0.008      , 1                  ,          1.02      , 0.02856915
0_8     ,     0.8,            51,       5766,     5814,      72.075 ,    72.675 ,       49, 0.4        ,     0.008      , -2                 ,          0.96078431, -0.0577155
0_8     ,     0.8,            52,       5815,     5864,      72.6875,    73.3   ,       50, 0.392      ,     0.008      , 1                  ,          1.02040816, 0.02914635
0_8     ,     0.8,            53,       5865,     5913,      73.3125,    73.9125,       49, 0.384      ,     0.008      , -1                 ,          0.98      , -0.02914635
0_8     ,     0.8,            54,       5914,     5962,      73.925 ,    74.525 ,       49, 0.376      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            55,       5963,     6010,      74.5375,    75.125 ,       48, 0.368      ,     0.008      , -1                 ,          0.97959184, -0.02974734
0_8     ,     0.8,            56,       6011,     6058,      75.1375,    75.725 ,       48, 0.36       ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            57,       6059,     6106,      75.7375,    76.325 ,       48, 0.352      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            58,       6107,     6153,      76.3375,    76.9125,       47, 0.344      ,     0.008      , -1                 ,          0.97916667, -0.03037365
0_8     ,     0.8,            59,       6154,     6200,      76.925 ,    77.5   ,       47, 0.336      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            60,       6201,     6247,      77.5125,    78.0875,       47, 0.328      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            61,       6248,     6294,      78.1   ,    78.675 ,       47, 0.32       ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            62,       6295,     6340,      78.6875,    79.25  ,       46, 0.312      ,     0.008      , -1                 ,          0.9787234 , -0.0310269
0_8     ,     0.8,            63,       6341,     6386,      79.2625,    79.825 ,       46, 0.304      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            64,       6387,     6431,      79.8375,    80.3875,       45, 0.296      ,     0.008      , -1                 ,          0.97826087, -0.03170886
0_8     ,     0.8,            65,       6432,     6477,      80.4   ,    80.9625,       46, 0.288      ,     0.008      , 1                  ,          1.02222222, 0.03170886
0_8     ,     0.8,            66,       6478,     6522,      80.975 ,    81.525 ,       45, 0.28       ,     0.008      , -1                 ,          0.97826087, -0.03170886
0_8     ,     0.8,            67,       6523,     6567,      81.5375,    82.0875,       45, 0.272      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            68,       6568,     6611,      82.1   ,    82.6375,       44, 0.264      ,     0.008      , -1                 ,          0.97777778, -0.03242148
0_8     ,     0.8,            69,       6612,     6656,      82.65  ,    83.2   ,       45, 0.256      ,     0.008      , 1                  ,          1.02272727, 0.03242148
0_8     ,     0.8,            70,       6657,     6700,      83.2125,    83.75  ,       44, 0.248      ,     0.008      , -1                 ,          0.97777778, -0.03242148
0_8     ,     0.8,            71,       6701,     6744,      83.7625,    84.3   ,       44, 0.24       ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            72,       6745,     6787,      84.3125,    84.8375,       43, 0.232      ,     0.008      , -1                 ,          0.97727273, -0.03316686
0_8     ,     0.8,            73,       6788,     6831,      84.85  ,    85.3875,       44, 0.224      ,     0.008      , 1                  ,          1.02325581, 0.03316686
0_8     ,     0.8,            74,       6832,     6874,      85.4   ,    85.925 ,       43, 0.216      ,     0.008      , -1                 ,          0.97727273, -0.03316686
0_8     ,     0.8,            75,       6875,     6917,      85.9375,    86.4625,       43, 0.208      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            76,       6918,     6959,      86.475 ,    86.9875,       42, 0.2        ,     0.008      , -1                 ,          0.97674419, -0.03394733
0_8     ,     0.8,            77,       6960,     7002,      87     ,    87.525 ,       43, 0.192      ,     0.008      , 1                  ,          1.02380952, 0.03394733
0_8     ,     0.8,            78,       7003,     7044,      87.5375,    88.05  ,       42, 0.184      ,     0.008      , -1                 ,          0.97674419, -0.03394733
0_8     ,     0.8,            79,       7045,     7087,      88.0625,    88.5875,       43, 0.176      ,     0.008      , 1                  ,          1.02380952, 0.03394733
0_8     ,     0.8,            80,       7088,     7129,      88.6   ,    89.1125,       42, 0.168      ,     0.008      , -1                 ,          0.97674419, -0.03394733
0_8     ,     0.8,            81,       7130,     7170,      89.125 ,    89.625 ,       41, 0.16       ,     0.008      , -1                 ,          0.97619048, -0.03476542
0_8     ,     0.8,            82,       7171,     7212,      89.6375,    90.15  ,       42, 0.152      ,     0.008      , 1                  ,          1.02439024, 0.03476542
0_8     ,     0.8,            83,       7213,     7253,      90.1625,    90.6625,       41, 0.144      ,     0.008      , -1                 ,          0.97619048, -0.03476542
0_8     ,     0.8,            84,       7254,     7295,      90.675 ,    91.1875,       42, 0.136      ,     0.008      , 1                  ,          1.02439024, 0.03476542
0_8     ,     0.8,            85,       7296,     7336,      91.2   ,    91.7   ,       41, 0.128      ,     0.008      , -1                 ,          0.97619048, -0.03476542
0_8     ,     0.8,            86,       7337,     7376,      91.7125,    92.2   ,       40, 0.12       ,     0.008      , -1                 ,          0.97560976, -0.03562391
0_8     ,     0.8,            87,       7377,     7417,      92.2125,    92.7125,       41, 0.112      ,     0.008      , 1                  ,          1.025     , 0.03562391
0_8     ,     0.8,            88,       7418,     7458,      92.725 ,    93.225 ,       41, 0.104      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            89,       7459,     7498,      93.2375,    93.725 ,       40, 0.096      ,     0.008      , -1                 ,          0.97560976, -0.03562391
0_8     ,     0.8,            90,       7499,     7538,      93.7375,    94.225 ,       40, 0.088      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            91,       7539,     7578,      94.2375,    94.725 ,       40, 0.08       ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            92,       7579,     7618,      94.7375,    95.225 ,       40, 0.072      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            93,       7619,     7658,      95.2375,    95.725 ,       40, 0.064      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            94,       7659,     7698,      95.7375,    96.225 ,       40, 0.056      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            95,       7699,     7737,      96.2375,    96.7125,       39, 0.048      ,     0.008      , -1                 ,          0.975     , -0.03652588
0_8     ,     0.8,            96,       7738,     7776,      96.725 ,    97.2   ,       39, 0.04       ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,            97,       7777,     7816,      97.2125,    97.7   ,       40, 0.032      ,     0.008      , 1                  ,          1.02564103, 0.03652588
0_8     ,     0.8,            98,       7817,     7855,      97.7125,    98.1875,       39, 0.024      ,     0.008      , -1                 ,          0.975     , -0.03652588
0_8     ,     0.8,            99,       7856,     7894,      98.2   ,    98.675 ,       39, 0.016      ,     0.008      , 0                  ,          1         , 0
0_8     ,     0.8,           100,       7895,     7933,      98.6875,    99.1625,       39, 0.008      ,                , 0                  ,          1         , 0
0_9     ,     0.9,             1,          0,      167,       0     ,     2.0875,      168, 0.9        ,     0.0072     ,                    ,                    , 
0_9     ,     0.9,             2,        168,      429,       2.1   ,     5.3625,      262, 0.8928     ,     0.0072     , 94                 ,          1.55952381, 0.64110558
0_9     ,     0.9,             3,        430,      691,       5.375 ,     8.6375,      262, 0.8856     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,             4,        692,      950,       8.65  ,    11.875 ,      259, 0.8784     ,     0.0072     , -3                 ,          0.98854962, -0.01661471
0_9     ,     0.9,             5,        951,     1208,      11.8875,    15.1   ,      258, 0.8712     ,     0.0072     , -1                 ,          0.996139  , -0.00558103
0_9     ,     0.9,             6,       1209,     1464,      15.1125,    18.3   ,      256, 0.864      ,     0.0072     , -2                 ,          0.99224806, -0.01122726
0_9     ,     0.9,             7,       1465,     1718,      18.3125,    21.475 ,      254, 0.8568     ,     0.0072     , -2                 ,          0.9921875 , -0.01131531
0_9     ,     0.9,             8,       1719,     1971,      21.4875,    24.6375,      253, 0.8496     ,     0.0072     , -1                 ,          0.99606299, -0.00569111
0_9     ,     0.9,             9,       1972,     2222,      24.65  ,    27.775 ,      251, 0.8424     ,     0.0072     , -2                 ,          0.99209486, -0.01145002
0_9     ,     0.9,            10,       2223,     2471,      27.7875,    30.8875,      249, 0.8352     ,     0.0072     , -2                 ,          0.99203187, -0.01154162
0_9     ,     0.9,            11,       2472,     2719,      30.9   ,    33.9875,      248, 0.828      ,     0.0072     , -1                 ,          0.99598394, -0.00580562
0_9     ,     0.9,            12,       2720,     2966,      34     ,    37.075 ,      247, 0.8208     ,     0.0072     , -1                 ,          0.99596774, -0.00582908
0_9     ,     0.9,            13,       2967,     3060,      37.0875,    38.25  ,       94, 0.8136     ,     0.0072     , -153               ,          0.3805668 , -1.39377838
0_9     ,     0.9,            14,       3061,     3130,      38.2625,    39.125 ,       70, 0.8064     ,     0.0072     , -24                ,          0.74468085, -0.42530583
0_9     ,     0.9,            15,       3131,     3201,      39.1375,    40.0125,       71, 0.7992     ,     0.0072     , 1                  ,          1.01428571, 0.0204641
0_9     ,     0.9,            16,       3202,     3270,      40.025 ,    40.875 ,       69, 0.792      ,     0.0072     , -2                 ,          0.97183099, -0.04122266
0_9     ,     0.9,            17,       3271,     3340,      40.8875,    41.75  ,       70, 0.7848     ,     0.0072     , 1                  ,          1.01449275, 0.02075856
0_9     ,     0.9,            18,       3341,     3408,      41.7625,    42.6   ,       68, 0.7776     ,     0.0072     , -2                 ,          0.97142857, -0.04182018
0_9     ,     0.9,            19,       3409,     3477,      42.6125,    43.4625,       69, 0.7704     ,     0.0072     , 1                  ,          1.01470588, 0.02106162
0_9     ,     0.9,            20,       3478,     3544,      43.475 ,    44.3   ,       67, 0.7632     ,     0.0072     , -2                 ,          0.97101449, -0.04243527
0_9     ,     0.9,            21,       3545,     3612,      44.3125,    45.15  ,       68, 0.756      ,     0.0072     , 1                  ,          1.01492537, 0.02137365
0_9     ,     0.9,            22,       3613,     3679,      45.1625,    45.9875,       67, 0.7488     ,     0.0072     , -1                 ,          0.98529412, -0.02137365
0_9     ,     0.9,            23,       3680,     3745,      46     ,    46.8125,       66, 0.7416     ,     0.0072     , -1                 ,          0.98507463, -0.02169507
0_9     ,     0.9,            24,       3746,     3811,      46.825 ,    47.6375,       66, 0.7344     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            25,       3812,     3877,      47.65  ,    48.4625,       66, 0.7272     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            26,       3878,     3942,      48.475 ,    49.275 ,       65, 0.72       ,     0.0072     , -1                 ,          0.98484848, -0.02202631
0_9     ,     0.9,            27,       3943,     4007,      49.2875,    50.0875,       65, 0.7128     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            28,       4008,     4072,      50.1   ,    50.9   ,       65, 0.7056     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            29,       4073,     4136,      50.9125,    51.7   ,       64, 0.6984     ,     0.0072     , -1                 ,          0.98461538, -0.02236781
0_9     ,     0.9,            30,       4137,     4199,      51.7125,    52.4875,       63, 0.6912     ,     0.0072     , -1                 ,          0.984375  , -0.02272008
0_9     ,     0.9,            31,       4200,     4262,      52.5   ,    53.275 ,       63, 0.684      ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            32,       4263,     4325,      53.2875,    54.0625,       63, 0.6768     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            33,       4326,     4388,      54.075 ,    54.85  ,       63, 0.6696     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            34,       4389,     4450,      54.8625,    55.625 ,       62, 0.6624     ,     0.0072     , -1                 ,          0.98412698, -0.02308361
0_9     ,     0.9,            35,       4451,     4511,      55.6375,    56.3875,       61, 0.6552     ,     0.0072     , -1                 ,          0.98387097, -0.02345897
0_9     ,     0.9,            36,       4512,     4570,      56.4   ,    57.125 ,       59, 0.648      ,     0.0072     , -2                 ,          0.96721311, -0.04809429
0_9     ,     0.9,            37,       4571,     4629,      57.1375,    57.8625,       59, 0.6408     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            38,       4630,     4687,      57.875 ,    58.5875,       58, 0.6336     ,     0.0072     , -1                 ,          0.98305085, -0.02466205
0_9     ,     0.9,            39,       4688,     4744,      58.6   ,    59.3   ,       57, 0.6264     ,     0.0072     , -1                 ,          0.98275862, -0.02509098
0_9     ,     0.9,            40,       4745,     4801,      59.3125,    60.0125,       57, 0.6192     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            41,       4802,     4856,      60.025 ,    60.7   ,       55, 0.612      ,     0.0072     , -2                 ,          0.96491228, -0.0515303
0_9     ,     0.9,            42,       4857,     4911,      60.7125,    61.3875,       55, 0.6048     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            43,       4912,     4964,      61.4   ,    62.05  ,       53, 0.5976     ,     0.0072     , -2                 ,          0.96363636, -0.05343926
0_9     ,     0.9,            44,       4965,     5018,      62.0625,    62.725 ,       54, 0.5904     ,     0.0072     , 1                  ,          1.01886792, 0.02696705
0_9     ,     0.9,            45,       5019,     5070,      62.7375,    63.375 ,       52, 0.5832     ,     0.0072     , -2                 ,          0.96296296, -0.05444778
0_9     ,     0.9,            46,       5071,     5122,      63.3875,    64.025 ,       52, 0.576      ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            47,       5123,     5173,      64.0375,    64.6625,       51, 0.5688     ,     0.0072     , -1                 ,          0.98076923, -0.02801438
0_9     ,     0.9,            48,       5174,     5224,      64.675 ,    65.3   ,       51, 0.5616     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            49,       5225,     5273,      65.3125,    65.9125,       49, 0.5544     ,     0.0072     , -2                 ,          0.96078431, -0.0577155
0_9     ,     0.9,            50,       5274,     5323,      65.925 ,    66.5375,       50, 0.5472     ,     0.0072     , 1                  ,          1.02040816, 0.02914635
0_9     ,     0.9,            51,       5324,     5372,      66.55  ,    67.15  ,       49, 0.54       ,     0.0072     , -1                 ,          0.98      , -0.02914635
0_9     ,     0.9,            52,       5373,     5420,      67.1625,    67.75  ,       48, 0.5328     ,     0.0072     , -1                 ,          0.97959184, -0.02974734
0_9     ,     0.9,            53,       5421,     5468,      67.7625,    68.35  ,       48, 0.5256     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            54,       5469,     5515,      68.3625,    68.9375,       47, 0.5184     ,     0.0072     , -1                 ,          0.97916667, -0.03037365
0_9     ,     0.9,            55,       5516,     5561,      68.95  ,    69.5125,       46, 0.5112     ,     0.0072     , -1                 ,          0.9787234 , -0.0310269
0_9     ,     0.9,            56,       5562,     5608,      69.525 ,    70.1   ,       47, 0.504      ,     0.0072     , 1                  ,          1.02173913, 0.0310269
0_9     ,     0.9,            57,       5609,     5652,      70.1125,    70.65  ,       44, 0.4968     ,     0.0072     , -3                 ,          0.93617021, -0.09515723
0_9     ,     0.9,            58,       5653,     5692,      70.6625,    71.15  ,       40, 0.4896     ,     0.0072     , -4                 ,          0.90909091, -0.13750352
0_9     ,     0.9,            59,       5693,     5731,      71.1625,    71.6375,       39, 0.4824     ,     0.0072     , -1                 ,          0.975     , -0.03652588
0_9     ,     0.9,            60,       5732,     5769,      71.65  ,    72.1125,       38, 0.4752     ,     0.0072     , -1                 ,          0.97435897, -0.03747471
0_9     ,     0.9,            61,       5770,     5808,      72.125 ,    72.6   ,       39, 0.468      ,     0.0072     , 1                  ,          1.02631579, 0.03747471
0_9     ,     0.9,            62,       5809,     5846,      72.6125,    73.075 ,       38, 0.4608     ,     0.0072     , -1                 ,          0.97435897, -0.03747471
0_9     ,     0.9,            63,       5847,     5884,      73.0875,    73.55  ,       38, 0.4536     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            64,       5885,     5922,      73.5625,    74.025 ,       38, 0.4464     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            65,       5923,     5960,      74.0375,    74.5   ,       38, 0.4392     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            66,       5961,     5997,      74.5125,    74.9625,       37, 0.432      ,     0.0072     , -1                 ,          0.97368421, -0.03847415
0_9     ,     0.9,            67,       5998,     6034,      74.975 ,    75.425 ,       37, 0.4248     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            68,       6035,     6071,      75.4375,    75.8875,       37, 0.4176     ,     0.0072     , 0                  ,          1         , 0
0_9     ,     0.9,            69,       6072,     6107,      75.9   ,    76.3375,       36, 0.4104     ,     0.0072     , -1                 ,          0.97297297, -0.03952836
