file,scale,period_px,period_dip,roi_x,roi_y,roi_w,roi_h,window_w_px,window_w_dip,first_nonzero_win_index,first_nonzero_x,steady_mean,steady_stddev,ramp_reach_win_index,ramp_reach_x,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29,mean_30,mean_31,mean_32,mean_33,mean_34,mean_35,mean_36,mean_37,mean_38,mean_39,mean_40,mean_41,mean_42,mean_43,mean_44,mean_45,mean_46,mean_47,mean_48,mean_49,mean_50,mean_51,mean_52,mean_53,mean_54,mean_55,mean_56,mean_57,mean_58,mean_59,mean_60,mean_61,mean_62,mean_63,mean_64,mean_65,mean_66,mean_67,mean_68,mean_69,mean_70,mean_71,mean_72,mean_73,mean_74,mean_75,mean_76,mean_77,mean_78,mean_79,mean_80,mean_81,mean_82,mean_83,mean_84,mean_85,mean_86,mean_87,mean_88,mean_89,mean_90,mean_91,mean_92,mean_93,mean_94,mean_95,mean_96,mean_97,mean_98,mean_99,mean_100,mean_101,mean_102,mean_103,mean_104,mean_105,mean_106,mean_107,mean_108,mean_109,mean_110,mean_111,mean_112,mean_113,mean_114,mean_115,mean_116,mean_117,mean_118,mean_119,mean_120,mean_121,mean_122,mean_123,mean_124,mean_125,mean_126,mean_127,mean_128,mean_129,mean_130,mean_131,mean_132,mean_133,mean_134,mean_135,mean_136,mean_137,mean_138,mean_139,mean_140,mean_141,mean_142,mean_143,mean_144,mean_145,mean_146,mean_147,mean_148,mean_149,mean_150,mean_151,mean_152,mean_153,mean_154,mean_155,mean_156,mean_157,mean_158,mean_159,mean_160,mean_161,mean_162,mean_163,mean_164,mean_165,mean_166,mean_167,mean_168,mean_169,mean_170,mean_171,mean_172,mean_173,mean_174,mean_175,mean_176,mean_177,mean_178,mean_179,mean_180,mean_181,mean_182,mean_183,mean_184,mean_185,mean_186,mean_187,mean_188,mean_189,mean_190,mean_191,mean_192,mean_193,mean_194,mean_195,mean_196,mean_197,mean_198,mean_199
pencil-highres-4800x2424-dpi96-S200-P0.5-N1-scale12-transparent.png,12,21,1.75,12,12,4776,2400,21,1.75,0,12,0.08195247,0.04346471,54,1146,0.00038819,0.00079007,0.00125054,0.0015775,0.00188718,0.00230237,0.00287675,0.00338796,0.00394476,0.004358,0.00486275,0.00583427,0.00678914,0.0076413,0.00883349,0.0097605,0.01092468,0.01166472,0.01259508,0.01377926,0.01469125,0.01588554,0.01709322,0.01877653,0.02053711,0.02189924,0.02338539,0.0249211,0.02628276,0.0268871,0.02861313,0.03110528,0.03336811,0.03532454,0.03683777,0.03773459,0.0397882,0.04158279,0.0431578,0.04577879,0.04747401,0.05023755,0.0515263,0.05373701,0.05617328,0.05777295,0.05866503,0.0602896,0.063345,0.0658117,0.06721872,0.06995542,0.07137527,0.07363095,0.07385714,0.07628276,0.07964099,0.08228494,0.08363352,0.08484166,0.08519429,0.08704272,0.08889721,0.0908289,0.09401066,0.09559679,0.09773203,0.09759026,0.09999798,0.10182571,0.10271646,0.10242989,0.1037037,0.10743892,0.10949409,0.10991955,0.11293137,0.11233061,0.11368254,0.11261687,0.11415873,0.11729326,0.11973817,0.12012901,0.12034524,0.1205547,0.12209656,0.12254404,0.12442367,0.12682423,0.12722837,0.12810045,0.12593884,0.12826346,0.12894227,0.12879622,0.12677155,0.12723903,0.13041527,0.13129443,0.13044717,0.13277194,0.13059617,0.13079972,0.12933427,0.13052684,0.13331248,0.13479583,0.13307758,0.13191223,0.13096421,0.13161181,0.12986111,0.13183621,0.13277171,0.13338827,0.13319001,0.13106046,0.13290896,0.13306684,0.13189542,0.1293948,0.12966379,0.13173817,0.13159835,0.13074837,0.13236173,0.12986788,0.12872533,0.12772028,0.12860792,0.13026494,0.13118301,0.12844826,0.12625669,0.12486687,0.12559181,0.1232563,0.12486422,0.1247307,0.12451463,0.12285419,0.12009967,0.12047113,0.11915834,0.11688655,0.11411843,0.11364714,0.11433683,0.11328151,0.11161687,0.1114674,0.10798047,0.10530096,0.10387208,0.10347619,0.10339177,0.10307719,0.10014574,0.09723755,0.09536998,0.09470316,0.09168495,0.09167398,0.09021857,0.08894942,0.0863864,0.08374183,0.08288959,0.08083115,0.07819997,0.07529544,0.07399743,0.0733829,0.07132236,0.06900163,0.06798498,0.06512551,0.06228556,0.06077568,0.05978322,0.05854233,0.05709781,0.05445347,0.05126012,0.04944024,0.04786313,0.04567429,0.04484687,0.04317274,0.04178284,0.03951766,0.03724876,0.03551486,0.03342639,0.03123187,0.02914426,0.02793091,0.02700327,0.02546444
pencil-highres-4000x2020-dpi96-S200-P0.5-N1-scale10-transparent.png,10,18,1.8,10,10,3980,2000,18,1.8,0,10,0.08023996,0.04404713,52,946,0.00039553,0.00080599,0.00126699,0.00161928,0.00193519,0.00238126,0.00296819,0.00352386,0.00401449,0.00443224,0.00519085,0.00619444,0.0070342,0.0080646,0.00929608,0.01026438,0.01129346,0.01196972,0.0133037,0.01429161,0.01546351,0.01650915,0.01810773,0.01996786,0.02153017,0.02287723,0.02484074,0.02584009,0.0266768,0.0283451,0.03077865,0.03315893,0.03525773,0.03677048,0.03769118,0.03982843,0.04164096,0.04333126,0.04602941,0.04772048,0.05059107,0.05159695,0.05440937,0.0565695,0.05828856,0.05889837,0.06097658,0.06433595,0.06649793,0.06807157,0.07124695,0.07217484,0.07335556,0.07529129,0.07827397,0.08114074,0.08369804,0.08452113,0.08449532,0.0863768,0.08869749,0.09017778,0.09344412,0.09527092,0.09745272,0.09768072,0.0996744,0.10172832,0.10266721,0.10245142,0.103711,0.10751362,0.10959074,0.11008758,0.11316808,0.11250011,0.11313007,0.11302549,0.11503333,0.11779728,0.12064913,0.12020512,0.11987691,0.12067244,0.12317593,0.12274902,0.12578159,0.12676558,0.12809782,0.1271622,0.12704532,0.12891558,0.12850675,0.12738464,0.12715425,0.12963954,0.13109052,0.13050294,0.13241732,0.13069423,0.13128028,0.12914161,0.13031351,0.13324194,0.13477723,0.13309532,0.13189314,0.13079444,0.13181013,0.12972876,0.13217092,0.13263486,0.13375969,0.13282331,0.1315146,0.13309695,0.13240109,0.13101536,0.12950174,0.13054085,0.13201754,0.13103115,0.13138606,0.13078377,0.13040512,0.1272537,0.12780381,0.12993224,0.13059946,0.12922941,0.12719357,0.12529237,0.1252244,0.12365588,0.12468911,0.12489423,0.12446394,0.12301612,0.12015904,0.12053007,0.11911786,0.11673159,0.11409521,0.11370261,0.11443192,0.11307081,0.11132375,0.1107902,0.10790534,0.10440773,0.10347026,0.10357364,0.10313224,0.10186688,0.09955316,0.09623322,0.09496133,0.09308224,0.09158312,0.09123366,0.08925251,0.08754978,0.08412919,0.08348682,0.0816671,0.0790768,0.07571874,0.07414739,0.07353431,0.07165871,0.06933856,0.06814412,0.06524423,0.06246558,0.06081732,0.05977919,0.0584829,0.05683464,0.05425861,0.05095381,0.04920795,0.04733932,0.04551808,0.04457778,0.04275327,0.04120436,0.03844858,0.03662974,0.03476917,0.0327805,0.03020087,0.02834989,0.0275902,0.02621242,0.02452941,0.0234427,0.02147756,0.0197695,0.01819466,0.01708704
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,14,1.75,8,8,3184,1600,14,1.75,0,8,0.08195387,0.04346377,54,764,0.00038901,0.00078939,0.00124965,0.00157563,0.00188585,0.00230602,0.00287973,0.00339041,0.00394468,0.00436257,0.00486712,0.00582983,0.00679184,0.00763971,0.0088237,0.00976278,0.01092507,0.01166527,0.01258316,0.01377504,0.01470028,0.01588971,0.01708648,0.01876068,0.02052959,0.02188323,0.02338673,0.0249263,0.02627521,0.02689566,0.02862272,0.0311166,0.03335994,0.03532265,0.03684821,0.03774842,0.03980095,0.04157686,0.04317017,0.04577766,0.04747917,0.05023617,0.05152696,0.0537619,0.0561791,0.05776366,0.0586917,0.06027609,0.06333754,0.06582528,0.06720728,0.06999142,0.07138568,0.07363235,0.07388918,0.07628554,0.07965406,0.08227363,0.08366789,0.08484699,0.08519555,0.08705445,0.08888043,0.09085032,0.09400403,0.09560539,0.09772724,0.09758806,0.10003309,0.10180777,0.10272479,0.1024256,0.10368522,0.10743067,0.10947952,0.1099382,0.11294555,0.11235207,0.11368557,0.11264513,0.11415966,0.11729342,0.11973354,0.12012885,0.12032265,0.12053992,0.12212237,0.12255357,0.12444258,0.12683508,0.12727766,0.12808718,0.12595466,0.12826768,0.12889758,0.12880882,0.12674492,0.12720886,0.13042209,0.13130165,0.13048092,0.13273354,0.13059191,0.13077468,0.12933771,0.13052258,0.13334384,0.13486747,0.13304814,0.13191124,0.1309284,0.13161012,0.12989233,0.13189968,0.13275315,0.1334333,0.13315196,0.13106495,0.13288288,0.13303414,0.13189986,0.12941474,0.12965424,0.13173057,0.13160942,0.13079884,0.13233561,0.12981355,0.12872882,0.12771726,0.12860084,0.13028571,0.13117945,0.12841597,0.12627433,0.12485819,0.12559681,0.12325368,0.1248652,0.12472321,0.12452836,0.12286099,0.12008806,0.12049772,0.11916562,0.11692017,0.11413078,0.11363165,0.11430742,0.11322759,0.11161362,0.11144118,0.10794608,0.10532721,0.10388218,0.10346761,0.1033764,0.10307178,0.10015109,0.09723739,0.09538498,0.09469485,0.09167227,0.09166387,0.09023302,0.0889909,0.08637132,0.08372567,0.08287658,0.08082756,0.0781959,0.07528799,0.07399405,0.07341299,0.07132475,0.0689965,0.06794643,0.06510644,0.06229254,0.060757,0.05979132,0.05854202,0.0571159,0.05444748,0.05126646,0.0494494,0.04786992,0.04566684,0.04483999,0.04318102,0.04179027,0.03951873,0.03723897,0.0355049,0.03341404,0.03124107,0.02914426,0.027934,0.02702381,0.02545833
