file,roi_x,roi_y,roi_w,roi_h,scale,period_px,window_w_px,period_dip,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,0,0,1182,0.00019814,0.00132897,4
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,1,21,6226,0.00111752,0.00316199,4
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,2,42,10308,0.00198513,0.00423664,6
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,3,63,13077,0.00267878,0.00493972,6
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,4,84,15721,0.00342513,0.00559648,6
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,5,105,17984,0.00408566,0.00610358,6
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,6,126,19966,0.00494295,0.00686075,6
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,7,147,22322,0.00610992,0.00779097,8
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,8,168,24185,0.00721928,0.00856144,8
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,9,189,25526,0.00801956,0.00909079,8
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,10,210,27025,0.00885003,0.0095857,12
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,11,231,28080,0.01050805,0.01162215,14
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,12,252,29486,0.0123918,0.01329621,14
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,13,273,30642,0.01393673,0.01468009,16
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,14,294,31771,0.0159952,0.01630969,16
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,15,315,32842,0.0183401,0.01783121,18
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,16,336,33845,0.02018517,0.01907813,18
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,17,357,34934,0.02220866,0.02030341,18
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,18,378,35657,0.02340677,0.02112595,20
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,19,399,36514,0.02603224,0.02256592,20
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,20,420,37325,0.02788794,0.02352576,22
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,21,441,37798,0.030182,0.02549078,26
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,22,462,38313,0.03205049,0.02706009,28
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,23,483,38996,0.03483451,0.02909255,28
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,24,504,39842,0.03866494,0.03149556,31
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,25,525,40817,0.04168107,0.03278881,30
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,26,546,41225,0.04409577,0.03427033,33
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,27,567,42103,0.04792944,0.03605138,34
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,28,588,42440,0.04981418,0.03714516,34
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,29,609,43003,0.05232394,0.03816721,34
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,30,630,43311,0.05446022,0.03912042,35
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,31,651,43938,0.05810815,0.04103216,39
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,32,672,44570,0.06312991,0.04393759,41
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,33,693,45088,0.06746186,0.04605388,43
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,34,714,45202,0.06967448,0.04716854,45
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,35,735,45589,0.07234417,0.04815927,45
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,36,756,45938,0.0750698,0.04947871,45
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,37,777,46178,0.078798,0.05073415,46
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,38,798,46401,0.0807614,0.05170605,48
pencil-highres-4800x2424-dpi96-S200-P0.5-N5-scale12-transparent.png,0,0,4800,2424,12,21,21,1.75,1.75,39,819,46923,0.0854757,0.0534912,50
