file,roi_x,roi_y,roi_w,roi_h,scale,period_px,window_w_px,period_dip,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,0,8,1929,0.00038901,0.00133286,2
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,1,22,3725,0.00078939,0.00188425,3
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,2,36,5511,0.00124965,0.0023729,3
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,3,50,6418,0.00157563,0.00270934,3
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,4,64,7573,0.00188585,0.00289267,3
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,5,78,8386,0.00230602,0.00331996,4
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,6,92,9572,0.00287973,0.00372844,4
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,7,106,10379,0.00339041,0.00412074,4
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,8,120,11100,0.00394468,0.00450518,4
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,9,134,11832,0.00436257,0.00472145,4
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,10,148,12240,0.00486712,0.0053409,6
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,11,162,12798,0.00582983,0.00631932,7
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,12,176,13450,0.00679184,0.00711613,8
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,13,190,13888,0.00763971,0.0078256,8
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,14,204,14383,0.0088237,0.00869027,9
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,15,218,14884,0.00976278,0.00923784,9
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,16,232,15339,0.01092507,0.00997295,9
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,17,246,15773,0.01166527,0.01044762,10
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,18,260,16030,0.01258316,0.01103171,10
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,19,274,16433,0.01377504,0.01156627,11
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,20,288,16678,0.01470028,0.01227047,13
pencil-highres-3200x1616-dpi96-S200-P0.5-N1-scale8-transparent.png,8,8,3184,1600,8,14,14,1.75,1.75,21,302,16914,0.01588971,0.01324732,14
