file,width,height,pixel_count,alpha_nonzero_count,alpha_mean,alpha_stddev
pencil-highres-4400x2210-dpi96-S200-P0.25-N4-scale10-transparent.png,4400,2210,9724000,7032670,0.09237445,0.09287649
