file,roi_x,roi_y,roi_w,roi_h,scale,period_px,window_w_px,period_dip,window_w_dip,win_index,win_x,alpha_nonzero_count,alpha_mean,alpha_stddev,alpha_max
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,0,0,609,0.0008445,0.00507748,8
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,1,14,3130,0.00434035,0.01083186,8
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,2,28,4794,0.00664781,0.0128205,8
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,3,42,6000,0.00832016,0.01384917,8
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,4,56,7117,0.0098691,0.01456776,8
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,5,70,8179,0.01134176,0.01507264,8
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,6,84,9020,0.01250797,0.01536091,8
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,7,98,10001,0.01386832,0.01558057,8
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,8,112,10827,0.01501373,0.01567185,8
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,9,126,11374,0.01577225,0.01568604,8
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,10,140,12043,0.01687883,0.01599566,16
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,11,154,12581,0.02097512,0.02096481,16
pencil-highres-3200x1616-dpi96-S200-P0.2-N1-scale8-transparent.png,0,0,3200,1616,8,14,14,1.75,1.75,12,168,13155,0.02426297,0.02345824,16
